Date,QQQ_ret,QQQ_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2018-07-27,-0.0135882067071183,0.0092273726649277,0,0.999935215007533,6.478499287238498e-05,6.478499287238498e-05,0.9999676075035637,-0.0015366677720388576
2018-07-30,-0.0142322002890564,0.0098972705648905,0,0.9999236469567427,7.635304349073555e-05,7.635304349073555e-05,0.9999618234782546,-0.005019003355575658
2018-07-31,0.0076233007721448,0.0099280485920419,0,0.9999764200717219,2.3579928443120734e-05,2.3579928443120734e-05,0.9999882100357784,-0.004316885747786778
2018-08-01,0.0037898318935454,0.0094796814710176,0,0.9999852525029991,1.4747496727577547e-05,1.4747496727577547e-05,0.9999926262516362,-0.006334887286940298
2018-08-02,0.0135148748024583,0.0095519298919453,0,0.999972235682245,2.7764317309634125e-05,2.7764317309634125e-05,0.9999861178413452,-0.0005784799056052375
2018-08-03,0.0030589265181927,0.0090128421309601,0,0.9999879670964221,1.2032903217892603e-05,1.2032903217892603e-05,1.0,0.0027509467394569624
2018-08-06,0.0058689650725823,0.0088997187435073,0,0.9999882289859424,1.1771014019667757e-05,1.1771014019667757e-05,1.0,0.006771179811784702
2018-08-07,0.0036369986814266,0.0089170484356627,0,0.99998903676176,1.0963238167209563e-05,1.0963238167209563e-05,1.0,0.005973919393641063
2018-08-08,0.0012093406517633,0.0087918505720755,0,0.9999896020730724,1.0397927246308665e-05,1.0397927246308665e-05,1.0,0.005457821145284643
2018-08-09,-0.0006047516763264,0.0080024097353449,0,0.9999903789802265,9.621019961295971e-06,9.621019961295971e-06,1.0,0.0026338958495277023
2018-08-10,-0.0076702727396237,0.008216746979865,0,0.9999848282846365,1.5171715365617684e-05,1.5171715365617684e-05,1.0,0.00048805599796442246
2018-08-13,-0.0011084396352844,0.0081999124008323,0,0.9999899591897934,1.0040810560221899e-05,1.0040810560221899e-05,0.9999949795947198,-0.0009074249436089174
2018-08-14,0.0062469364404092,0.0082067301392539,0,0.9999886147936754,1.1385206429289185e-05,1.1385206429289185e-05,0.9999943073967854,-0.0003854373918123974
2018-08-15,-0.0123101366124288,0.008672405850472,0,0.9999697307873342,3.0269212508393086e-05,3.0269212508393086e-05,0.9999848653937458,-0.0030893328446508174
2018-08-16,0.0032865802279239,0.0086281342777216,0,0.9999889066590683,1.1093340627438042e-05,1.1093340627438042e-05,0.9999944533296863,-0.0023110664638007574
