Date,KO_ret,KO_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2017-03-23,-0.0049676845082132,0.0045196659118717,0,0.9999367378461744,6.326215343917096e-05,6.326215343917096e-05,0.9999683689232803,-0.00037914027611942196
2017-03-24,-0.0011864622859993,0.0045244674771316,0,0.9999467083592767,5.329164073028865e-05,5.329164073028865e-05,1.0,0.000427746512610218
2017-03-27,0.0047373077985969,0.0045263391694482,0,0.9999413488278259,5.865117251553876e-05,5.865117251553876e-05,1.0,0.0006626777971944981
2017-03-28,0.0025957899463632,0.0043376773809499,0,0.9999376997410474,6.230025857844599e-05,6.230025857844599e-05,0.9999688498707108,-0.0003296729868252421
2017-03-29,-0.0002355844464404,0.0042528048600888,0,0.9999324139965439,6.758600366374971e-05,6.758600366374971e-05,1.0,0.00018867330086143788
2017-03-30,0.0042341707667865,0.0040525217240338,0,0.99991268746298,8.731253742968113e-05,8.731253742968113e-05,1.0,0.002029044355861378
2017-03-31,-0.0037627028683673,0.004168012560429,0,0.999911503967899,8.849603238163072e-05,8.849603238163072e-05,1.0,0.0015137962393877778
2017-04-03,-0.0007071078579693,0.0037927120356006,0,0.9998873129648256,0.00011268703501285229,0.00011268703501285229,1.0,0.0004249131080745378
2017-04-04,0.0063463949679629,0.0037825861456066,0,0.99985919135913,0.00014080864074433484,0.00014080864074433484,1.0,0.001175034112394478
2017-04-05,-0.0025810355265469,0.0038706376622338,0,0.9998845338578987,0.00011546614177045197,0.00011546614177045197,1.0,0.0007059438963731777
2017-04-06,0.0023463611737373,0.0038798994743863,0,0.9998906506135136,0.00010934938662998677,0.00010934938662998677,1.0,0.0003283819777633376
2017-04-07,-0.0014072030288373,0.0037360563454143,0,0.9998795988987093,0.00012040110086601876,0.00012040110086601876,1.0,0.0007994819456693378
2017-04-10,0.0018759093146803,0.0037207986109682,0,0.9998746822278788,0.00012531777184793654,0.00012531777184793654,1.0,0.0013160853801992578
2017-04-11,-0.0007029655044357,0.0037016161375403,0,0.9998710020690668,0.00012899793103136165,0.00012899793103136165,0.9999355010344844,-9.37867142804624e-05
2017-04-12,0.0065418732074701,0.0038737493447877,0,0.9998623728070148,0.00013762719311634632,0.00013762719311634632,1.0,0.0017307950325229377
2017-04-13,-0.0034990174979872,0.0039628528486471,0,0.9998838371992564,0.00011616280108998359,0.00011616280108998359,1.0,0.0005617192981780376
2017-04-17,0.0065222950319263,0.0039192736635385,0,0.9998677451456546,0.0001322548543282436,0.0001322548543282436,1.0,0.002147618910330758
2017-04-18,0.0094741787858109,0.0043086449855938,0,0.9998736966724527,0.0001263033275406577,0.0001263033275406577,1.0,0.0036672728045568774
2017-04-19,-0.0057661808152641,0.0043554208671675,0,0.9999130433499859,8.69566500421637e-05,8.69566500421637e-05,1.0,0.002654629742391198
2017-04-20,-0.0032438765442344,0.0043748919792939,0,0.9999315990683071,6.840093195623213e-05,6.840093195623213e-05,1.0,0.0006974797920502976
2017-04-21,-0.0004641214263125,0.0041719294108023,0,0.9999288482079587,7.115179216890687e-05,7.115179216890687e-05,1.0,0.0013044590063852378
2017-04-24,0.0048636653671664,0.0042198501929855,0,0.9999222804916591,7.77195078947779e-05,7.77195078947779e-05,1.0,0.0009727330734332577
2017-04-25,-0.0039358704787363,0.0042992458893356,0,0.9999280143537678,7.19856465353962e-05,7.19856465353962e-05,0.9999640071767323,-0.0017092767794761824
2017-04-26,0.003011489822681,0.0043087442213094,0,0.999934027612506,6.597238753614612e-05,6.597238753614612e-05,1.0,4.625734811283767e-05
2017-04-27,-0.0053334092360546,0.0045275237287535,0,0.999935809309441,6.419069020691443e-05,6.419069020691443e-05,0.9999679046548966,-0.0003716491902512024
2017-04-28,0.0032495516157302,0.004492179757408,0,0.9999431102899677,5.688970999054534e-05,5.688970999054534e-05,1.0,0.00037108541815733764
2017-05-01,0.0016209985700398,0.0043741348419157,0,0.9999416126840822,5.838731606805136e-05,5.838731606805136e-05,0.999970806341966,-0.0002774479412679824
2017-05-02,0.0039255250785417,0.0044065012930361,0,0.9999376437360356,6.235626414710685e-05,6.235626414710685e-05,1.0,0.0012948311701876177
2017-05-03,-0.00161452687907,0.0042690770070836,0,0.9999331903417997,6.680965781533347e-05,6.680965781533347e-05,1.0,0.00036962782983741756
2017-05-04,0.0078183729533706,0.0044712830579013,0,0.999921681275992,7.831872443490572e-05,7.831872443490572e-05,1.0,0.0029999842677224573
2017-05-05,0.0006866403487021,0.0044655387040079,0,0.99994303403045,5.696596975199197e-05,5.696596975199197e-05,1.0,0.002487402014316838
2017-05-08,0.0045673448955882,0.0044830761840755,0,0.9999397777400106,6.022225954194606e-05,6.022225954194606e-05,1.0,0.0030766712794265175
2017-05-09,-0.0086961210989627,0.005024505891389,0,0.9999383497602788,6.165023982067624e-05,6.165023982067624e-05,1.0,0.0005523420439256376
2017-05-10,0.0013782304236125,0.0050099725181092,0,0.9999624465584189,3.755344131636263e-05,3.755344131636263e-05,1.0,0.0011508935044621375
2017-05-11,0.0022926848228018,0.0048526876241417,0,0.9999605350233275,3.946497705893177e-05,3.946497705893177e-05,1.0,4.575587834837729e-05
2017-05-12,-0.0018335430783721,0.004788117971506,0,0.9999577285437892,4.227145617979991e-05,4.227145617979991e-05,0.9999788642719101,-0.00045828080706646274
2017-05-15,0.0032061534835442,0.0046392334111668,0,0.9999495097295237,5.0490270580990766e-05,5.0490270580990766e-05,0.9999747548647095,-0.0007305190894752627
2017-05-16,0.0027403820825865,0.0041968025794071,0,0.9999286104875348,7.138951276139044e-05,7.138951276139044e-05,1.0,0.0015567815468345773
2017-05-17,0.0018229104170071,0.0039431072366988,0,0.9999098206054085,9.01793943785754e-05,9.01793943785754e-05,1.0,0.0016457175455134973
2017-05-18,-0.002963547090937,0.0039284352540649,0,0.9999000867923177,9.991320785026101e-05,9.991320785026101e-05,1.0,0.0005944711627657374
2017-05-19,0.0022804307154524,0.0039292588360132,0,0.9998983355030575,0.00010166449668360643,0.00010166449668360643,1.0,0.0014172659215306374
2017-05-22,0.0063580186222921,0.0040206545955591,0,0.9998812651493169,0.00011873485051200454,0.00011873485051200454,1.0,0.002047638949280217
2017-05-23,0.004741871032602,0.0039237229073167,0,0.9998708430107914,0.0001291569892866594,0.0001291569892866594,1.0,0.0024479367392833172
2017-05-24,0.0143148243263737,0.0048606927168175,0,0.9998252019389801,0.00017479806061357396,0.00017479806061357396,1.0,0.004946319521156637
2017-05-25,0.0084033669948651,0.0047346233777977,0,0.999914035041833,8.596495843269883e-05,8.596495843269883e-05,1.0,0.007219702338317058
2017-05-26,-0.0004406252088912,0.0047843368759713,0,0.9999546686246921,4.533137493650641e-05,4.533137493650641e-05,1.0,0.006675491153448338
2017-05-30,0.0008810563527144,0.0047945899240211,0,0.9999593454992052,4.06545012097613e-05,4.06545012097613e-05,1.0,0.0055800986995327975
2017-05-31,0.0008801704857109,0.0047950743234306,0,0.9999585015064207,4.149849391621742e-05,4.149849391621742e-05,1.0,0.004807758590154578
2017-06-01,0.0070128463743447,0.0048085278533034,0,0.9999459929391059,5.400706087441878e-05,5.400706087441878e-05,1.0,0.0033473629997487772
2017-06-02,0.0021811049242903,0.0046601200820602,0,0.9999532546856447,4.674531400390335e-05,4.674531400390335e-05,1.0,0.002102910585633817
2017-06-05,0.0021771213582728,0.0046416323029428,0,0.999953293477419,4.670652273797893e-05,4.670652273797893e-05,1.0,0.002626459899066617
2017-06-06,-0.0002176734727666,0.0046563005679497,0,0.9999507419115152,4.925808812603353e-05,4.925808812603353e-05,1.0,0.002406713933970417
2017-06-07,-0.0102741129103456,0.004861734043396,0,0.9999174965935621,8.250340599510279e-05,8.250340599510279e-05,1.0,0.00017585725475911736
2017-06-08,-0.0083848232138808,0.0054125068362331,0,0.999948691719786,5.130828055656981e-05,5.130828055656981e-05,0.9999743458597217,-0.002903676662885982
2017-06-09,0.0042010890837034,0.0054391684638447,0,0.9999687450554593,3.125494446573959e-05,3.125494446573959e-05,0.9999843725277671,-0.002499679831003363
2017-06-12,0.0002205111807716,0.0053849909866394,0,0.9999725140754299,2.7485924329373335e-05,2.7485924329373335e-05,0.9999862570378353,-0.0028910018665036026
2017-06-13,0.001556025683935,0.0053774815958675,0,0.9999720904809105,2.790951942420344e-05,2.790951942420344e-05,0.9999860452402879,-0.0025362620351632825
2017-06-14,0.0059779016907963,0.0054531141664109,0,0.999967619580663,3.238041907535722e-05,3.238041907535722e-05,1.0,0.0007141408850650973
2017-06-15,-0.001104431984345,0.0054982463520543,0,0.9999734721976742,2.6527802620164658e-05,2.6527802620164658e-05,1.0,0.002170219130972257
2017-06-16,0.0013251062185815,0.0053813793077302,0,0.9999726714127914,2.7328587044216152e-05,2.7328587044216152e-05,1.0,0.0015950225579478775
2017-06-19,0.0015435768364831,0.0053826335805022,0,0.9999720898779323,2.791012200350133e-05,2.791012200350133e-05,1.0,0.0018596356890901774
2017-06-20,0.0050557429374659,0.0053356732496742,0,0.9999665625788787,3.343742114433523e-05,3.343742114433523e-05,1.0,0.0025595791397963574
2017-06-21,-0.0085873631626384,0.0057887243395699,0,0.9999592491803609,4.075081962346981e-05,4.075081962346981e-05,0.9999796245901882,-0.00035347383089058256
2017-06-22,-0.0033227288909655,0.0049967329576162,0,0.9999606285193352,3.937148037828445e-05,3.937148037828445e-05,0.9999803142598109,-0.0007971332122146825
2017-06-23,0.0039856660610733,0.0047166312466068,0,0.9999537419011268,4.625809895916984e-05,4.625809895916984e-05,0.9999768709505203,-0.00026502124371632246
2017-06-26,0.0039698435694284,0.0047860570311906,0,0.9999539573823091,4.604261780582422e-05,4.604261780582422e-05,1.0,0.00022023210287273748
2017-06-27,-0.0083995889528159,0.0051764370451789,0,0.9999464798864012,5.3520113456643056e-05,5.3520113456643056e-05,0.9999732399432717,-0.0024708342751836227
2017-06-28,0.0059755869016722,0.0053452056197217,0,0.9999602996326791,3.970036741101362e-05,3.970036741101362e-05,1.0,0.0004417557376784974
2017-06-29,-0.0108707457663544,0.0056410281619544,0,0.9999430770934813,5.6922906912643015e-05,5.6922906912643015e-05,0.9999715385465437,-0.0010678476373992825
2017-06-30,0.0004457034945367,0.0056084473924431,0,0.9999733378579656,2.6662142053794705e-05,2.6662142053794705e-05,0.9999866689289731,-0.0017758401507066025
2017-07-03,-0.0020085654673025,0.0055719831615506,0,0.9999742167478606,2.57832523099833e-05,2.57832523099833e-05,0.999987108373845,-0.002971521958052782
2017-07-05,0.0013398247328337,0.005593535409795,0,0.9999736647471649,2.6335253232982423e-05,2.6335253232982423e-05,0.9999868323733835,-0.0010236392209228627
2017-07-06,-0.0094151228080172,0.0055203271352323,0,0.9999520793421596,4.792065758933034e-05,4.792065758933034e-05,0.9999760396712054,-0.004101781162860743
2017-07-07,-0.0002255336982168,0.0052258634987971,0,0.9999684910160958,3.150898396295847e-05,3.150898396295847e-05,0.9999842455080186,-0.001972738749233223
2017-07-10,-0.000225024192731,0.0051124977227368,0,0.9999680717914441,3.192820889095926e-05,3.192820889095926e-05,0.9999840358955545,-0.002106884286686763
2017-07-11,-0.0011275641712432,0.0051094664733066,0,0.9999674836965595,3.251630351278317e-05,3.251630351278317e-05,0.9999837418482436,-0.0019306840274749032
2017-07-12,0.0040524006970987,0.0051973589119762,0,0.99996613271067,3.386728954193014e-05,3.386728954193014e-05,0.999983066355229,-0.001388168834621903
2017-07-13,-0.0017991020753442,0.0049666381101113,0,0.9999637861355871,3.621386411942467e-05,3.621386411942467e-05,1.0,0.0001350353119126969
2017-07-14,0.0056112997203799,0.0051795021696588,0,0.999962658644641,3.7341355812818534e-05,3.7341355812818534e-05,1.0,0.001302401995632037
2017-07-17,0.0011182912528638,0.0051755903359556,0,0.999968540647478,3.145935296181117e-05,3.145935296181117e-05,1.0,0.0015710650847509972
2017-07-18,-0.001342077381062,0.005151558061737,0,0.9999679114344713,3.208856530706542e-05,3.208856530706542e-05,1.0,0.001528162442787237
2017-07-19,0.0035754698962044,0.005073211874225,0,0.9999641761428805,3.582385696366955e-05,3.582385696366955e-05,1.0,0.0014327762826083768
2017-07-20,-0.0002230372399321,0.0047364701481341,0,0.9999585421627855,4.145783690349327e-05,4.145783690349327e-05,1.0,0.001747989249690797
2017-07-21,0.0046744717815507,0.0048175488105227,0,0.9999543996193043,4.5600380840195626e-05,4.5600380840195626e-05,1.0,0.0015606236619249568
2017-07-24,-0.0042284470362042,0.0048060167883456,0,0.9999520849407407,4.791505887003184e-05,4.791505887003184e-05,1.0,0.000491276004111357
2017-07-25,0.0088808399195382,0.0051566608099609,0,0.999942960198241,5.7039801651652416e-05,5.7039801651652416e-05,1.0,0.002535859464231397
2017-07-26,0.0109914664851917,0.0053548654207198,0,0.9999347703417355,6.5229658351006e-05,6.5229658351006e-05,1.0,0.004019058782028857
2017-07-27,0.0082737257562241,0.0054954848197223,0,0.9999551205331344,4.487946680087856e-05,4.487946680087856e-05,1.0,0.005718411381260097
2017-07-28,-0.0023880170009472,0.0048280707754985,0,0.9999585347243367,4.146527520998958e-05,4.146527520998958e-05,1.0,0.004305913624760517
2017-07-31,-0.003701904034347,0.00495408545143,0,0.9999597772925474,4.0222707276772545e-05,4.0222707276772545e-05,1.0,0.004411222225131957
2017-08-01,-0.003058598378572,0.0049940724297404,0,0.9999620584016422,3.794159871937006e-05,3.794159871937006e-05,1.0,0.002023334565509917
2017-08-02,-0.0024098814247149,0.0050522374549381,0,0.9999628897741107,3.711022544528593e-05,3.711022544528593e-05,0.9999814448872774,-0.0006569350164714031
2017-08-03,0.0017535831151109,0.004437555573147,0,0.9999478556181731,5.214438161559642e-05,5.214438161559642e-05,0.9999739278091921,-0.0019609635446940434
2017-08-04,-0.0037296231609449,0.0045726517764439,0,0.9999461807296325,5.381927070534094e-05,5.381927070534094e-05,0.9999730903646473,-0.0022292847766935834
2017-08-07,0.0030722399472583,0.0045766828549254,0,0.9999491360843806,5.0863915688466516e-05,5.0863915688466516e-05,0.9999745680421558,-0.0008744559803725231
