Date,TIP_ret,TIP_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2025-04-23,0.0029350729654877,0.0050541930205337,1,3.551363711577501e-15,1.0,1.0,1.0,0.0013047768855137803
2025-04-24,0.0052976307548283,0.0051823900165554,1,2.1300014613656536e-16,1.0,1.0,1.0,0.00181194860240452
2025-04-25,0.0004553514810355,0.0051651665854809,1,4.828652652516464e-16,1.0,1.0,1.0,0.0014439171625498202
2025-04-28,0.0034541823929326,0.0050969263066815,1,1.567591066509484e-15,1.0,1.0,1.0,0.0031646397257859204
2025-04-29,0.0017226627474166,0.0050319120493311,1,5.589124334869548e-15,1.0,1.0,1.0,0.0027729800683401404
2025-04-30,0.0011768966792623,0.0050370072863029,1,5.0242579363865734e-15,1.0,1.0,1.0,0.0024213448110950602
2025-05-01,-0.0034152420543645,0.0050850212601467,1,5.341446307185298e-16,1.0,1.0,1.0,0.0006787702492565002
2025-05-02,-0.0052138246690412,0.0049820323450928,1,1.0487569723104155e-15,1.0,1.0,0.5,-0.00045506498075883973
2025-05-05,-0.0010093197427655,0.0049425287670778,1,1.728989470363737e-14,1.0,1.0,0.5,-0.00134776540789846
2025-05-06,0.0030249796443914,0.0041748671317546,1,1.4895597159988204e-09,0.999999998510475,0.999999998510475,0.5000000007447625,-0.0010873020285034995
2025-05-07,0.0010061299341965,0.0041281441828143,1,3.1293376851384467e-09,0.9999999968706561,0.9999999968706561,0.500000001564672,-0.0011214553775166598
2025-05-08,-0.0035721755315515,0.0042000932090283,1,6.708260106464838e-10,0.999999999329134,0.999999999329134,0.500000000335433,-0.0011528420729540597
2025-05-09,0.0009172367155889,0.0030869530788109,1,4.0584094463569375e-05,0.9999594159055597,0.9999594159055597,1.0,7.337020397196021e-05
2025-05-12,-0.0078231004536655,0.003637692768943,1,2.0542242710427157e-08,0.9999999794578118,0.9999999794578118,0.5000000102710941,-0.00128938593820804
2025-05-13,0.0023994325049024,0.003521021035299,1,1.4864522814663862e-06,0.9999985135477479,0.9999985135477479,0.500000743226126,-0.00141449536610584
2025-05-14,-0.0010144392108188,0.0035316599021315,1,1.3508035396721436e-06,0.9999986491964166,0.9999986491964166,0.5000006754017917,-0.0018186091951088996
2025-05-15,0.0028563462543724,0.0035353368223131,1,1.2453205040798835e-06,0.9999987546794751,0.9999987546794751,0.5000006226602625,-0.00053290483792412
2025-05-16,0.001746445378379,0.0035203180972116,1,1.9981907380684037e-06,0.9999980018092811,0.9999980018092811,0.5000009990953594,-0.0003670631053661
2025-05-19,9.178845435322236e-05,0.0032907900371556,1,1.3125433083402693e-05,0.9999868745669219,0.9999868745669219,1.0,0.0012159146762376447
2025-05-20,-0.00147027355134,0.0032243521638412,1,1.6235136216156064e-05,0.9999837648637422,0.9999837648637422,1.0,0.00044197346498916465
2025-05-21,-0.0054412463630398,0.0033873112674034,1,1.1924163277601846e-06,0.9999988075836942,0.9999988075836942,0.5000005962081528,-0.0004433879654550353
2025-05-22,0.0029548289305196,0.0032221956173182,1,1.7682187558287363e-05,0.9999823178124084,0.9999823178124084,0.5000088410937957,-0.00042369143022559535
2025-05-23,0.0009214884755068,0.0032300621050374,1,2.65464287524839e-05,0.9999734535712622,0.9999734535712622,0.500013273214369,-0.0005886828108000353
2025-05-27,0.0028516171737529,0.0031954899589994,1,2.7208825596861564e-05,0.9999727911744027,0.9999727911744027,0.5000136044127986,-3.671706692009984e-05
2025-05-28,-0.0022990307623411,0.0031837541437859,1,2.4076410842004956e-05,0.9999759235891443,0.9999759235891443,0.5000120382054278,-0.00020246850912031982
2025-05-29,0.0028499724067933,0.0032531710004373,1,1.666215952894246e-05,0.9999833378404938,0.9999833378404938,1.0,0.0014557752448463002
2025-05-30,0.0032993622174463,0.003280875380004,1,1.2881166360786359e-05,0.9999871188336726,0.9999871188336726,1.0,0.00152468190223164
2025-06-02,-0.0033720484824837,0.0031545652255095,1,2.2906469773259386e-05,0.9999770935301874,0.9999770935301874,1.0,0.0006659745106335402
2025-06-03,-0.0009207197726618,0.0031532151186634,1,4.372168145065577e-05,0.9999562783185054,0.9999562783185054,0.5000218608407473,-8.849287864939976e-05
2025-06-04,0.0038616537281089,0.0032013363024486,1,3.876707218087921e-05,0.999961232927823,0.999961232927823,1.0,0.0011436440194406003
