Date,JNJ_ret,JNJ_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2015-03-27,0.0019956084773064,0.0115387453678247,0,0.9907958513171349,0.009204148682434915,0.009204148682434915,0.9953979256587826,-0.004064473299540279
2015-03-30,0.0119869028312594,0.0117771889477145,0,0.987849850494775,0.012150149505629128,0.012150149505629128,0.9939249252471855,-0.002796612826847099
2015-03-31,-0.0093996765188436,0.0118076199297626,0,0.9857503551545073,0.014249644845056258,0.014249644845056258,0.9928751775774718,-0.0026857715033554185
2015-04-01,-0.0145178888385422,0.0121345198595526,0,0.9845667068553087,0.015433293145124092,0.015433293145124092,0.992283353427438,-0.0023861325052252787
2015-04-02,0.0049294692286687,0.0120082471790831,0,0.9919687190098027,0.008031280990028134,0.008031280990028134,0.995984359504986,-0.0010011169640302586
2015-04-06,-0.0048287007783445,0.0108415556875111,0,0.9976535765920147,0.0023464234080793223,0.0023464234080793223,0.9988267882959603,-0.002365978815160439
2015-04-07,0.0094346855632083,0.0109909757908385,0,0.9990367886185612,0.0009632113818445236,0.0009632113818445236,0.9995183943090777,-0.0028764222687706585
2015-04-08,0.0005995456622508,0.0106812729858934,0,0.999654809480539,0.00034519051987235496,0.00034519051987235496,0.9998274047400638,-0.000876577832551779
2015-04-09,0.0116134659039234,0.0105368663749325,0,0.9996742277443618,0.00032577225597118966,0.00032577225597118966,1.0,0.0043496931159413416
2015-04-10,0.0071785697639582,0.0101301385920356,0,0.9997647133078879,0.00023528669168013184,0.00023528669168013184,1.0,0.004799513222999241
2015-04-13,-0.0149060799185484,0.0106339861998603,0,0.9994164454596609,0.0005835545398984143,0.0005835545398984143,1.0,0.0027840373949584614
2015-04-14,-0.0002980534125178,0.0097733661162,0,0.9998748497758353,0.0001251502244372084,0.0001251502244372084,1.0,0.0008374895998132412
2015-04-15,0.0007949868259432,0.0093999187409723,0,0.9999330576626724,6.694233706760549e-05,6.694233706760549e-05,1.0,0.0008765778325517213
2015-04-16,-0.0080838331243915,0.008854630125955,0,0.999923127900592,7.68720990046838e-05,7.68720990046838e-05,0.9999615639504977,-0.0030628819731112586
2015-04-17,-0.00210664217047,0.0088281421815851,0,0.9999474550258263,5.2544974609663065e-05,5.2544974609663065e-05,0.9999737275126952,-0.004919924359996898
2015-04-20,0.0063067619374953,0.0087982114327643,0,0.9999444417962894,5.5558203413505806e-05,5.5558203413505806e-05,0.9999722208982933,-0.0006773559887881585
2015-04-21,0.0008976838185902,0.0086702016866136,0,0.9999541866317471,4.5813367840426206e-05,4.5813367840426206e-05,0.9999770933160799,-0.0004382085425665585
2015-04-22,0.0012954269453311,0.0084424042107448,0,0.9999569156211884,4.3084379186179915e-05,4.3084379186179915e-05,0.999978457810407,-0.00033812051868897845
2015-04-23,0.000298525293425,0.0076404128059619,0,0.9999588069157561,4.119308427008725e-05,4.119308427008725e-05,1.0,0.0013383511648743212
2015-04-24,0.0061523347802909,0.0077416092761897,0,0.9999519269409001,4.807305949277994e-05,4.807305949277994e-05,1.0,0.0029901465550265013
2015-04-27,-0.0049585101364371,0.0078250658245045,0,0.9999508475559498,4.915244429371215e-05,4.915244429371215e-05,1.0,0.0007370921402400215
2015-04-28,0.0015892119327964,0.0073245067563168,0,0.999956850535097,4.31494644919116e-05,4.31494644919116e-05,1.0,0.0008753977630812614
2015-04-29,-0.003479700105136,0.007056399913654,0,0.9999465524647438,5.344753564832525e-05,5.344753564832525e-05,0.9999732762321758,-7.962764701215878e-05
2015-04-30,-0.0119247848848791,0.0067966696028415,0,0.9998829111042468,0.00011708889531414383,0.00011708889531414383,0.9999414555523429,-0.002524289682672979
2015-05-01,0.009330908651375,0.0070310409488874,0,0.9999258981278275,7.410187198654291e-05,7.410187198654291e-05,0.9999629490640067,-0.0018885749084561591
2015-05-04,0.0021945539995082,0.0069390699370023,0,0.9999502980454946,4.970195407385125e-05,4.970195407385125e-05,0.9999751490229631,-0.0004579620812670988
2015-05-05,-0.0085061655501492,0.0068958902257957,0,0.9999261602393624,7.383976063220297e-05,7.383976063220297e-05,0.9999630801196839,-0.0024770375778562187
2015-05-06,-0.003321822191563,0.0069246374938636,0,0.9999463179959273,5.368200431174844e-05,5.368200431174844e-05,0.9999731589978441,-0.0024454619951416188
2015-05-07,0.0049285800743859,0.0064547216711057,0,0.999926695594947,7.330440540709907e-05,7.330440540709907e-05,1.0,0.0009252109967113811
2015-05-08,0.0179987896783244,0.0075259446201108,0,0.9997764748648577,0.0002235251349263576,0.0002235251349263576,1.0,0.002658787202101261
2015-05-11,-0.0043459399444216,0.0067800005464121,0,0.9999307793180179,6.922068186715802e-05,6.922068186715802e-05,1.0,0.0013506884133153013
2015-05-12,-0.0055582066528846,0.0069028070371138,0,0.9999412257458589,5.877425400959863e-05,5.877425400959863e-05,1.0,0.0019402801927682213
2015-05-13,0.0007958942353845,0.0069028127125824,0,0.999950065865793,4.993413391368242e-05,4.993413391368242e-05,1.0,0.002763823478157721
2015-05-14,0.0126500173289922,0.0071801551462946,0,0.9999041251518711,9.587484786204222e-05,9.587484786204222e-05,1.0,0.004308110929078982
2015-05-15,0.0046047221282129,0.0071835689796587,0,0.9999475133304696,5.248666990182914e-05,5.248666990182914e-05,1.0,0.0016292974190566807
2015-05-18,0.010888954962388,0.0074192695382303,0,0.9999252716872122,7.472831276930435e-05,7.472831276930435e-05,1.0,0.004676276400418601
2015-05-19,0.0052077845572102,0.0074609934162539,0,0.9999514893295546,4.851067002915463e-05,4.851067002915463e-05,1.0,0.006829474642437561
2015-05-20,-0.0034689736171933,0.0075531749662961,0,0.9999539332026871,4.606679719988345e-05,4.606679719988345e-05,1.0,0.005976501071922001
2015-05-21,-0.0041896673012699,0.007658374075441,0,0.9999502304961354,4.9769504302797287e-05,4.9769504302797287e-05,1.0,0.002608564145869581
2015-05-22,-0.0105021721869913,0.0080040118770902,0,0.9999155278374282,8.44721627703365e-05,8.44721627703365e-05,0.9999577639186148,-0.00041281471717125875
2015-05-26,-0.0052428853718113,0.0080144585812372,0,0.9999469201229451,5.307987661774787e-05,5.307987661774787e-05,0.9999734600616912,-0.0036391827840111185
2015-05-27,0.0030699978519823,0.0080320417914447,0,0.9999572009110584,4.27990891769336e-05,4.27990891769336e-05,0.9999786004554115,-0.004066740125056699
2015-05-28,0.0001973631920417,0.0079766840549169,0,0.9999569729532658,4.302704695441839e-05,4.302704695441839e-05,0.9999784864765228,-0.003333472763209698
2015-05-29,-0.0100353336568362,0.0078286031109079,0,0.9999225383543251,7.746164542971374e-05,7.746164542971374e-05,0.9999612691772851,-0.004502606034322959
2015-06-01,-0.0009988013378125,0.0075752262648246,0,0.9999563016752411,4.3698324965327e-05,4.3698324965327e-05,0.9999781508375174,-0.002601931864487199
2015-06-02,-0.0006001074040343,0.0075645636311353,0,0.9999585088693843,4.14911309693196e-05,4.14911309693196e-05,0.9999792544345154,-0.001673376270931799
2015-06-03,0.0010996327734495,0.0072838660521172,0,0.9999563289725321,4.367102733139343e-05,4.367102733139343e-05,0.9999781644863344,-0.0020674492866383587
2015-06-04,-0.0086292038126429,0.0075290790838541,0,0.9999317928874879,6.820711291215221e-05,6.820711291215221e-05,0.999965896443544,-0.003832762687575279
2015-06-05,-0.0064707383053491,0.0075988493112918,0,0.9999410607186638,5.8939281513908355e-05,5.8939281513908355e-05,0.999970530359243,-0.003119843617277859
2015-06-08,-0.0064105742196094,0.0063901327375574,0,0.9999275217442668,7.2478255312266e-05,7.2478255312266e-05,0.9999637608723438,-0.004202198193637238
2015-06-09,0.0025490879610783,0.0064086258024225,0,0.9999423031532996,5.7696846395132046e-05,5.7696846395132046e-05,0.9999711515768024,-0.003572359120614719
2015-06-10,0.0067987558424615,0.0065455365138293,0,0.9999355478292536,6.445217081792514e-05,6.445217081792514e-05,0.999967773914591,-0.0024325345068123188
2015-06-11,0.0036342505631483,0.0066041211186694,0,0.9999416226870305,5.837731313196017e-05,5.837731313196017e-05,1.0,2.015636834592129e-05
2015-06-12,-0.0090089735248884,0.0061288404966863,0,0.9998912142277472,0.00010878577236670085,0.00010878577236670085,0.9999456071138166,-0.0004874906755619387
2015-06-15,-0.0087826495094549,0.0061722508377306,0,0.9998890539058853,0.00011094609373552567,0.00011094609373552567,0.9999445269531322,-0.0009619057335310387
2015-06-16,0.0088845408189361,0.0059639481246748,0,0.9998919508058473,0.00010804919378881919,0.00010804919378881919,1.0,0.000305184838040521
2015-06-17,0.003754834851473,0.0058778984722592,0,0.9999089587944838,9.104120521614406e-05,9.104120521614406e-05,0.9999544793973919,-0.000303599360157179
2015-06-18,0.0163746987304293,0.007185007881462,0,0.9998220817083528,0.00017791829130276503,0.00017791829130276503,1.0,0.0022444902732990215
2015-06-19,-0.0049945492479957,0.0072047120730419,0,0.9999385008635189,6.14991362445902e-05,6.14991362445902e-05,1.0,0.003047375128677561
2015-06-22,0.0023005198524137,0.0069033104240663,0,0.99995227485598,4.772514433239369e-05,4.772514433239369e-05,1.0,0.005264009001051281
2015-06-23,-0.0031019472977914,0.0068442891785897,0,0.9999491523680551,5.084763200604311e-05,5.084763200604311e-05,1.0,0.0028667113777057812
2015-06-24,-0.0045202034057306,0.0068452748156904,0,0.999945450969709,5.454903002249121e-05,5.454903002249121e-05,1.0,0.0012117037262650613
2015-06-25,-0.0021164273103292,0.0068453409491718,0,0.9999480741956649,5.1925804543762356e-05,5.1925804543762356e-05,0.9999740370977281,-0.002486521481886639
2015-06-26,0.0052325084317633,0.0066343754595634,0,0.9999122463375489,8.775366206947414e-05,8.775366206947414e-05,0.9999561231689653,-0.00044110994593483856
2015-06-29,-0.0198666379077239,0.0079562148751486,0,0.9995543329009641,0.0004456670992695265,0.0004456670992695265,0.9997771664503652,-0.0048745414979623584
2015-06-30,-0.0022552470729563,0.0079583238074941,0,0.9999286091142958,7.139088615587353e-05,7.139088615587353e-05,0.9999643045569221,-0.004705201452995338
2015-07-01,0.0103099765313364,0.008359428344945,0,0.9999276387823015,7.23612179405274e-05,7.23612179405274e-05,0.9999638193910297,-0.0017391654655819384
2015-07-02,-0.0003045333838034,0.0081546549735107,0,0.9999564332224528,4.3566777934214255e-05,4.3566777934214255e-05,0.9999782166110329,-0.001376786680276778
2015-07-06,-0.0024412759618538,0.0080458160947109,0,0.9999556059433494,4.4394057041235364e-05,4.4394057041235364e-05,0.9999778029714794,-0.002911543559000198
2015-07-07,0.0073054011927559,0.0080729300819918,0,0.9999431360590344,5.6863940954693734e-05,5.6863940954693734e-05,1.0,0.002522864261095762
2015-07-08,-0.0116932696610062,0.008498463028187,0,0.9998927166534359,0.00010728334621576696,0.00010728334621576696,1.0,0.0006352597434857818
2015-07-09,0.0064227825728287,0.008482510705827,0,0.9999399384762557,6.006152352439107e-05,6.006152352439107e-05,0.9999699692382378,-0.00014217904821575822
2015-07-10,0.011418304609267,0.0088407994836568,0,0.999909255974877,9.074402552147917e-05,9.074402552147917e-05,1.0,0.002202388550398322
2015-07-13,0.0074072246385378,0.0087071530293378,0,0.9999376304455089,6.236955493197613e-05,6.236955493197613e-05,1.0,0.004172088670476642
2015-07-14,-0.0048986032730853,0.008519554657028,0,0.9999454927787195,5.4507221034178724e-05,5.4507221034178724e-05,1.0,0.001731287777308402
2015-07-15,0.0063935072979614,0.0084183031578801,0,0.9999473906733649,5.260932648237182e-05,5.260932648237182e-05,1.0,0.005348643169101922
2015-07-16,0.0068476780731893,0.0084988909597742,0,0.999943296126469,5.670387346899649e-05,5.670387346899649e-05,1.0,0.0054336222691740415
2015-07-17,-0.0102390619424928,0.0080690394425069,0,0.9999180158068476,8.198419305063474e-05,8.198419305063474e-05,1.0,0.0011021489588220821
2015-07-20,0.0028935004232687,0.0080118271601247,0,0.9999557501282487,4.424987173211654e-05,4.424987173211654e-05,1.0,0.00019940411576826206
2015-07-21,-0.0002989712692762,0.007997965105633,0,0.9999588046521171,4.119534753085615e-05,4.119534753085615e-05,1.0,0.0011193305165300821
2015-07-22,-0.0015955149240203,0.0079730327856396,0,0.9999579196023777,4.2080397868626354e-05,4.2080397868626354e-05,0.9999789598010658,-0.00047847392786625804
2015-07-23,0.0001995404051722,0.0078954388172065,0,0.9999564412456655,4.3558753987205264e-05,4.3558753987205264e-05,0.9999782206230063,-0.0018081014614696783
2015-07-24,-0.0105344521408007,0.0082548698485987,0,0.9999109075578652,8.909244197366866e-05,8.909244197366866e-05,0.9999554537790132,-0.0018671795011312585
2015-07-27,-0.0088136449656865,0.0083841219514509,0,0.9999226741977629,7.732580262400325e-05,7.732580262400325e-05,0.999961337098688,-0.004208608578922299
2015-07-28,0.0075014973616249,0.0072450628453053,0,0.9999417352549906,5.8264745041198505e-05,5.8264745041198505e-05,0.9999708676274794,-0.002648514852742078
2015-07-29,0.0071446391502434,0.0073486927588354,0,0.9999462055429507,5.379445718605149e-05,5.379445718605149e-05,0.9999731027714069,-0.0009004840378893386
2015-07-30,0.0011022854212749,0.0070260538210533,0,0.9999549765329452,4.5023467435243485e-05,4.5023467435243485e-05,0.9999774882662824,-0.0007199350346687984
2015-07-31,0.0036989717074361,0.0070531807145288,0,0.9999535878662373,4.641213396718871e-05,4.641213396718871e-05,1.0,0.0021267497349785618
2015-08-03,-0.0018974122782556,0.0070406943695681,0,0.9999537270843247,4.627291532499755e-05,4.627291532499755e-05,1.0,0.0035099962724647418
2015-08-04,-0.0022020172848597,0.0069064287976675,0,0.9999499863008064,5.001369929345976e-05,5.001369929345976e-05,1.0,0.001569293343167822
2015-08-05,0.007188494246527,0.006434564197522,0,0.9999220197470957,7.798025293118265e-05,7.798025293118265e-05,1.0,0.0015780643624245417
2015-08-06,-0.0145303943766188,0.0072283019937295,0,0.9998381623594834,0.00016183764084933455,0.00016183764084933455,0.9999190811795753,-0.0015484715971541985
2015-08-07,-0.0022229505633235,0.0067560290884944,0,0.9999396603895268,6.0339610750934066e-05,6.0339610750934066e-05,0.9999698301946245,-0.0027328560513061187
2015-08-10,0.009464327275469,0.0068944671441721,0,0.9999262355508791,7.376444949652946e-05,7.376444949652946e-05,0.9999631177752517,-0.0004605081405611985
2015-08-11,-0.0078467427240923,0.0070295079527219,0,0.9999305152154361,6.948478435876614e-05,6.948478435876614e-05,0.9999652576078206,-0.0015894532284077187
2015-08-12,-0.0030348230974644,0.0068650539133994,0,0.9999480288196936,5.197118001043511e-05,5.197118001043511e-05,0.9999740144099948,-0.003634116697205999
2015-08-13,-0.0023326156525503,0.0066253883653109,0,0.9999464835823898,5.351641794553139e-05,5.351641794553139e-05,0.9999732417910272,-0.0011945609523922988
2015-08-14,0.003345384895243,0.0063534005742804,0,0.9999363873373297,6.361266307154182e-05,6.361266307154182e-05,0.9999681936684642,-8.089386067899884e-05
2015-08-17,0.0106703484785671,0.0068030180438356,0,0.999873809457383,0.00012619054264271777,0.00012619054264271777,1.0,0.0001603103799406213
2015-08-18,-0.0050188076948092,0.0068861727571514,0,0.9995800636531229,0.0004199363470259797,0.0004199363470259797,1.0,0.0007258973857972414
2015-08-19,-0.0006044633186488,0.0068813302904492,0,0.9956431253681478,0.004356874631958029,0.004356874631958029,1.0,0.0012119693415603614
2015-08-20,-0.0052497354074245,0.006962241345196,0,0.9379273797198586,0.062072620280107446,0.062072620280107446,1.0,0.0006285453905855214
2015-08-21,-0.0256212645538474,0.0086866382827491,1,0.22423288008506115,0.7757671199149612,0.7757671199149612,0.6121164400425194,-0.0051647844992325585
2015-08-24,-0.0290920076886087,0.0105692395692388,1,0.00932935174253464,0.9906706482570349,0.9906706482570349,0.5046646758714826,-0.013117255732667721
2015-08-25,-0.0227740855227721,0.011213353454038,1,0.0012691221542869332,0.9987308778460536,0.9987308778460536,0.5006345610769731,-0.0166683112982603
2015-08-26,0.0471459073039701,0.0158943781019436,1,5.071444811854794e-11,0.9999999999490683,0.9999999999490683,0.5000000000254659,-0.0071182371737365194
2015-08-27,0.0116030776693431,0.0161729179592325,1,4.944272791295082e-07,0.999999505572427,0.999999505572427,0.5000002472137866,-0.0037476745583830003
2015-08-28,-0.0109724591713443,0.0162588421371265,1,2.88169183544609e-07,0.9999997118311927,0.9999997118311927,0.5000001440844036,-0.0008179134818823795
2015-08-31,-0.012582615794675,0.0164231326830139,1,1.5523625164591764e-07,0.9999998447638184,0.9999998447638184,1.0,0.002483964896904361
2015-09-01,-0.0203157200982016,0.0168852438931388,1,1.0810471073250921e-08,0.9999999891897461,0.9999999891897461,1.0,0.002975637981818461
2015-09-02,0.0135893870754968,0.017159702820409,1,3.8302710169988914e-08,0.9999999616975409,0.9999999616975409,0.5000000191512295,-0.0037356660638762002
2015-09-03,-0.0076347341843194,0.0169910277909355,1,7.675984079193443e-08,0.9999999232404692,0.9999999232404692,0.5000000383797654,-0.007583228434608699
2015-09-04,-0.0144608355228078,0.0171818369300536,1,1.8017165420733826e-08,0.9999999819829101,0.9999999819829101,0.500000009008545,-0.0082809037049014
2015-09-08,0.0283960308391885,0.0184158375217329,1,5.999810269033648e-11,0.9999999999399733,0.9999999999399733,0.5000000000300133,-8.517437812870023e-05
2015-09-09,-0.0184790675162659,0.0187249365729773,1,1.1786225438180735e-10,0.9999999998817657,0.9999999998817657,1.0,0.0002821561382584395
2015-09-10,0.0054071606098601,0.0188230643802128,1,8.477704926972522e-10,0.9999999991523509,0.9999999991523509,0.5000000004238245,-0.0013542891548689003
2015-09-11,0.0022622107733849,0.0188564257496755,1,8.197363645904325e-10,0.9999999991805453,0.9999999991805453,1.0,0.0006250998366719596
2015-09-14,0.004188153906434,0.0188711572865705,1,7.644942512737811e-10,0.999999999235115,0.999999999235115,1.0,0.0043548977225203196
2015-09-15,0.0115063810112766,0.0189027128220058,1,4.3286522185930136e-10,0.9999999995670805,0.9999999995670805,1.0,0.0009769677569379403
2015-09-16,0.0022223175391623,0.0189199654499991,1,6.795124998805974e-10,0.9999999993206075,0.9999999993206075,1.0,0.0051172447680235805
2015-09-17,0.0024279979670184,0.0189444913266204,1,6.313698666761731e-10,0.9999999993688107,0.9999999993688107,1.0,0.00452141223945524
2015-09-18,-0.0154068353369488,0.0191731666976357,1,5.880492088676521e-11,0.9999999999408828,0.9999999999408828,1.0,0.0009876030173885005
2015-09-21,-0.0027881309506392,0.0183830606545111,1,2.8357198092395633e-09,0.9999999971641955,0.9999999971641955,0.5000000014179022,-0.00040765395402613967
2015-09-22,0.0011806430762087,0.0171801671006436,1,8.01322282087954e-08,0.999999919868063,0.999999919868063,0.5000000400659685,-0.0024728015410397197
2015-09-23,-0.0026850111084963,0.0163309629646618,1,1.1957988072053266e-05,0.9999880420115116,0.9999880420115116,0.5000059789942441,-0.0034542672705714394
2015-09-24,-0.0054997215056427,0.0122812811846958,1,0.012539260564239717,0.987460739435741,0.987460739435741,0.5062696302821295,-0.00503981116510366
2015-09-25,-0.0161328400051417,0.0123013994017005,1,0.025673437417638372,0.9743265625825495,0.9743265625825495,0.5128367187087253,-0.005185012098742239
2015-09-28,0.0040578976279983,0.0122340681898064,1,0.0910670733584542,0.908932926641333,0.908932926641333,0.5455335366793335,-0.0038158063830147394
2015-09-29,0.0181123303285954,0.0127557522289649,1,0.1467575200186476,0.8532424799812581,0.8532424799812581,0.5733787600093709,-0.0004294689325373989
2015-09-30,0.0033260524511342,0.0118890223050702,0,0.5790897997447797,0.4209102002555624,0.4209102002555624,1.0,0.0007727437793887007
2015-10-01,-0.0019299934091682,0.0115022399142099,0,0.8278952414433234,0.17210475855622642,0.17210475855622642,1.0,0.001486689398683601
2015-10-02,0.0081243629692094,0.0114984417334113,0,0.926497354522889,0.07350264547743819,0.07350264547743819,1.0,0.0063381299935538205
2015-10-05,0.0087972630611823,0.0110528261060423,0,0.974929215998837,0.02507078400099772,0.02507078400099772,1.0,0.00728600308019062
2015-10-06,-0.0142420120781103,0.0096922842659718,0,0.99158519122187,0.008414808777845197,0.008414808777845197,1.0,0.0008151345988494804
2015-10-07,0.0165609327443561,0.0093912493796456,0,0.9975679645082245,0.0024320354913873188,0.0024320354913873188,1.0,0.003462110657493861
2015-10-08,0.0010527450967418,0.0093456417604885,0,0.9997425131857847,0.00025748681460435453,0.00025748681460435453,1.0,0.004058658358675861
2015-10-09,0.0030449863189605,0.0093517113528316,0,0.9999193388375955,8.066116222481532e-05,8.066116222481532e-05,1.0,0.003042783028626081
2015-10-12,0.0064797780196139,0.0094029127373602,0,0.9999037506642969,9.624933527750376e-05,9.624933527750376e-05,1.0,0.002579286020312401
2015-10-13,-0.0056412973746847,0.0092137711918673,0,0.9997080566348087,0.0002919433655658078,0.0002919433655658078,1.0,0.00429942896099752
2015-10-14,-0.0096855049813471,0.0094810900669723,0,0.9977511719902448,0.0022488280101133876,0.0022488280101133876,0.9988755859949433,-0.0009498585841431189
2015-10-15,0.0273392416021619,0.0112870422757315,0,0.9862301312366916,0.013769868763173853,0.013769868763173853,1.0,0.004307440716940901
2015-10-16,0.0111570153347139,0.0107811971946263,0,0.9954390393308076,0.004560960669425272,0.004560960669425272,1.0,0.005929846520091581
2015-10-19,-0.0030580605286586,0.0107883735721338,0,0.9987486896153661,0.0012513103843561806,0.0012513103843561806,1.0,0.004022278810437081
2015-10-20,-0.0035799780555092,0.0108716293065814,0,0.9994061041129121,0.0005938958871892161,0.0005938958871892161,1.0,0.004434542674272181
2015-10-21,0.0004093238014542,0.0108191449746695,0,0.9993697995921136,0.0006302004082954835,0.0006302004082954835,1.0,0.006453508430832441
2015-10-22,0.0192744325490537,0.011271672310839,0,0.9982313321696346,0.0017686678302322068,0.0017686678302322068,1.0,0.0048405466202108005
2015-10-23,0.0078066092854901,0.0102856720018443,0,0.9995637389356585,0.00043626106463910013,0.00043626106463910013,1.0,0.0041704654103660406
2015-10-26,-0.0036953705787152,0.0104624920933076,0,0.9998100583075191,0.00018994169280313455,0.00018994169280313455,1.0,0.004043003400354721
2015-10-27,0.0024980175563559,0.0099625379697618,0,0.9999017705785734,9.822942142701943e-05,9.822942142701943e-05,1.0,0.005258602522727741
2015-10-28,0.0028906146350878,0.0099638783379004,0,0.9999081519627526,9.184803738795907e-05,9.184803738795907e-05,1.0,0.005754860689454461
2015-10-29,0.0088180853585569,0.0099351768877827,0,0.999879290046081,0.00012070995426598149,0.00012070995426598149,1.0,0.0036635912513551
2015-10-30,-0.0033595885973386,0.0100289136021718,0,0.9998879588663101,0.00011204113344713944,0.00011204113344713944,1.0,0.0014303516747893603
