Date,AAPL_ret,AMZN_ret,BIL_ret,BND_ret,COIN_ret,DBC_ret,DIA_ret,EEM_ret,EFA_ret,ETHA_ret,EWG_ret,EWJ_ret,EWU_ret,FXI_ret,GLD_ret,GOOGL_ret,HYG_ret,IBIT_ret,IEF_ret,INDA_ret,IWM_ret,LQD_ret,META_ret,MSFT_ret,MTUM_ret,NVDA_ret,QQQ_ret,SGOV_ret,SHY_ret,SLV_ret,SPY_ret,TAIL_ret,TIP_ret,TLT_ret,TSLA_ret,USMV_ret,USO_ret,VIXY_ret,VNQ_ret,VTI_ret,XLB_ret,XLE_ret,XLF_ret,XLI_ret,XLK_ret,XLP_ret,XLRE_ret,XLU_ret,XLV_ret,XLY_ret,AAPL_vol,AMZN_vol,BIL_vol,BND_vol,COIN_vol,DBC_vol,DIA_vol,EEM_vol,EFA_vol,ETHA_vol,EWG_vol,EWJ_vol,EWU_vol,FXI_vol,GLD_vol,GOOGL_vol,HYG_vol,IBIT_vol,IEF_vol,INDA_vol,IWM_vol,LQD_vol,META_vol,MSFT_vol,MTUM_vol,NVDA_vol,QQQ_vol,SGOV_vol,SHY_vol,SLV_vol,SPY_vol,TAIL_vol,TIP_vol,TLT_vol,TSLA_vol,USMV_vol,USO_vol,VIXY_vol,VNQ_vol,VTI_vol,XLB_vol,XLE_vol,XLF_vol,XLI_vol,XLK_vol,XLP_vol,XLRE_vol,XLU_vol,XLV_vol,XLY_vol,AAPL_mom,AMZN_mom,BIL_mom,BND_mom,COIN_mom,DBC_mom,DIA_mom,EEM_mom,EFA_mom,ETHA_mom,EWG_mom,EWJ_mom,EWU_mom,FXI_mom,GLD_mom,GOOGL_mom,HYG_mom,IBIT_mom,IEF_mom,INDA_mom,IWM_mom,LQD_mom,META_mom,MSFT_mom,MTUM_mom,NVDA_mom,QQQ_mom,SGOV_mom,SHY_mom,SLV_mom,SPY_mom,TAIL_mom,TIP_mom,TLT_mom,TSLA_mom,USMV_mom,USO_mom,VIXY_mom,VNQ_mom,VTI_mom,XLB_mom,XLE_mom,XLF_mom,XLI_mom,XLK_mom,XLP_mom,XLRE_mom,XLU_mom,XLV_mom,XLY_mom
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,-0.028575655565563768,-0.020730693742290217,0.00021859757869479294,0.002898774358430066,0.0,-0.014364983999577382,-0.017575190140195592,-0.01795736812288856,-0.023888012377190074,0.0,-0.03544485402543805,-0.011612463643674744,-0.025518629393702374,-0.0036054133259554666,0.014964618775983719,-0.01923779557331922,-0.009306508113155521,0.0,0.006083046490309592,-0.016255070625962854,-0.01345915658673136,0.004081015371394622,-0.016191456200091825,-0.009238351168265942,-0.013035407944304947,-0.017034750006663504,-0.01477752433128015,0.0,0.0,0.025483270362111825,-0.0182251160350979,0.0,0.0007983389704390377,0.015586468236588083,-0.042950328828715974,-0.009424593326625808,-0.05689220002997445,0.07206110158877692,0.00545800581490288,-0.01733199658312394,-0.025818640921765727,-0.0422480377831002,-0.021250879833648813,-0.023635479371591283,-0.015382917400023058,-0.007057130737903288,0.0,-0.012301666883821054,-0.00511263505212901,-0.01931121843605833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,9.409567478459349e-05,-0.02309805250552857,-0.00021859757869469222,0.0028915300206094154,0.0,-0.009505246918184971,-0.008327785424976067,-0.004210546302723716,-0.011391869699652188,0.0,-0.004186594823887538,-0.01630461832281228,-0.011554451926847219,-0.012356133575970731,0.011334482171420189,-0.02498908726105104,-0.003837588552965556,0.0,0.006695104652160731,-0.030907642034469728,-0.017451756621912593,0.0040639648857142985,-0.013564907114588555,-0.01478571085439674,-0.008534945996808806,-0.0307874353681396,-0.013498949991562917,0.0,0.00047340864155172687,0.02106684514814042,-0.00946314037022927,0.0,8.821402857710771e-05,0.01785659213795662,0.005648255842151179,-0.002744985518893856,-0.040179219638777575,0.021438963154301306,0.009870199402124526,-0.00984646304137978,-0.008898674172857302,-0.014799249758279821,-0.015401034140663765,-0.01239768217263622,-0.012130517114267944,-0.0012499915029858819,0.0,0.0006401681699097334,-0.003374183492104934,-0.010013121428813153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,0.013924787893916428,0.010543956937772861,0.0,0.0006014246202123461,0.0,-0.006198846348093761,0.012608230426576337,0.02139437221953189,0.011053330569065316,0.0,0.008355641558293136,0.014506031186145274,0.008678204431070197,0.025987797144431994,-0.005908836993974954,-0.002945387819653182,0.0061999126506593625,0.0,-0.00018540365440581377,0.019471163051711333,0.012239649182757668,0.0013244563912385324,0.0,0.012624696635078333,0.01640608715636121,-0.002608841653347869,0.012808509814463671,0.0,0.0004717587219408993,0.0012626553174388542,0.012384031753621788,0.0,0.0007971811837352947,-0.0019770333743813684,-0.001563151712540786,0.012662975976632993,0.017573302401255066,-0.033703482091665495,0.015214741402629512,0.011861779081423177,0.011216026135534036,0.002127702269330535,0.010431762930314236,0.007493527994378463,0.00843229827273106,0.01695629237919207,0.0,0.00976263943930836,0.023239703153267594,0.01569014782663907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,0.037702624530189126,0.006812759380520114,0.0,-0.0015634351784211294,0.0,0.003949267774135051,0.01789243024823691,0.016892657908184464,0.013438955275598971,0.0,0.018734070840505573,0.012522491644032959,0.017699590417450867,0.008043541077533588,-0.0042173997009502945,0.0034781830058077906,0.00750207361551642,0.0,-0.004087058875298426,0.02637457097375881,0.016819658371340303,-0.0032303845681764935,0.026308935815405603,0.028994217667257138,0.020208470369923494,0.0369273151350355,0.018959082377546756,0.0,-0.00011802851587025178,-0.013337767322032549,0.017589406107459495,0.0,-0.0015949081059567173,-0.01333114404743001,-0.0015655310626955213,0.014695293472723935,0.009750803012601377,-0.06612417738247342,0.0037678925654491945,0.01748607264675237,0.02350128895908902,0.022201269762321108,0.014833633029416489,0.019830901989938435,0.021743088767645847,0.015059234760083426,0.0,0.006945192976683533,0.016941218361559703,0.014889538224636553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,0.0010717842971238575,-0.011818170381278284,0.0,0.0016836515213826744,0.0,-0.0016907974904984621,-0.008651632886977356,-0.0033051333926912368,-0.004850613871674892,0.0,-0.007077530636293663,-0.010723904507365921,-0.004537932372726205,-0.003777269559795502,0.011320872784881022,-0.012286388016053949,0.0050069736575870305,0.0,0.004921059765201895,0.004930089380834997,-0.009649574978295675,0.002651185466257906,-0.005644070525457465,-0.008440782433422339,-0.005232560796553625,0.004020165821984833,-0.006604562877730135,0.0,0.0008267840776211811,0.008277672933698835,-0.008046051264761106,0.0,0.0030114418164057083,0.010892832384022966,-0.01898062692006783,-0.0058518628845446105,-0.014662144335963977,0.0383188643021366,0.00047001592147369136,-0.008325243750976966,-0.005152115689096277,-0.0079563334977657,-0.013588684471777197,-0.010768037142252922,-0.0031469456444862343,-0.008111802516019227,0.0,-0.0063122220418217155,-0.008933190125229537,-0.01163955902179903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,-0.024949576889117135,-0.018765211590182393,0.0,0.00132104950159421,0.0,-0.022242008500349048,-0.005545740231675868,-0.00818187543313667,-0.002350276470985597,0.0,0.00596323932293323,-0.003600415018660198,-0.0039872883162177615,-0.009028124224878711,0.011025431201653892,-0.007336302825380208,-0.0012215103665442922,0.0,0.0035128021892507346,0.0062100700923707645,-0.0033226769768324215,0.0019001471034211246,-0.013207391824171832,-0.012581566347423622,-0.005846412963923829,-0.012617163207869155,-0.010481575536340982,0.0,0.0005913780930627242,0.00632109732472332,-0.007864288082446484,0.0,-0.00026552041211396854,0.005706141759550962,-0.021768130883067914,-0.004411824693880989,-0.04876285857295213,0.046370482924333746,0.007606372496858655,-0.007149653953733176,-0.0022756630743085947,-0.02923433006423782,-0.008327054399941629,-0.006880224052943027,-0.01170424658791549,-0.003058892671539254,0.0,-0.00232427471083929,0.0004271239100363873,-0.005375264832153013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,0.008839849923478027,0.011362407445480715,0.0,0.0009598796409027019,0.0,-0.004045053353293162,-0.0014760590727126406,0.008691297993785254,0.0050293711026382845,0.0,0.00444946013436123,0.008082727993218533,0.002849601111592974,0.01421818488388434,-0.0033794717396937453,0.009490855466796067,0.0,0.0,0.0009231051436765346,-0.0013040260026651034,0.0007677231913110548,0.000907527406041622,-0.0035255029811247316,-0.005163469674721335,-0.0033767645146364758,-0.0015248563487060736,-0.00029549488038140573,0.0,0.0005893863970672577,0.026120951488583684,-0.0028167742295437696,0.0,-0.0015934325890467104,0.0,0.010037948528329803,-0.000983475926975175,0.01198992312190796,0.02830794947203562,-0.0015164599336552243,-0.002298790988743152,-0.011245403667582109,-0.007987763645617731,-0.003349657088011868,-0.0020005508248558254,-0.0007364507377027762,-0.00020484428067476065,0.0,0.0027467600066484513,-0.004422958622175387,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,-0.0038182243163433173,-0.004999968410075042,0.0,0.0022764278595067983,0.0,0.01094145938394737,-0.010971189997233276,-0.005615478303140565,-0.0028470034358810178,0.0,0.0025865951831636805,-0.0017904303167850363,-0.009147723344322775,-0.010644434092244562,-0.0016093040146014643,0.008196717183176919,-0.0023360840893088997,0.0,0.004599755215986254,-0.002940893083775129,-0.0040157683296752735,0.0017310816926993957,-0.00222628522947675,-0.008665703672349864,-0.003388526681963204,0.004061232734626336,-0.005531582416539637,0.0,0.0005894768809780338,-0.009870638707986266,-0.006055424469262123,0.0,0.00591829541386176,0.007557141682201605,-0.05826208511535263,-0.003448129967323098,0.03622572730777439,0.017722529988596785,0.008602535624651603,-0.005481100435733386,-0.011796738720810902,0.0031213190670235755,-0.014364555636067448,-0.005476407792466028,-0.005661244229459993,-0.0030688029708733095,0.0,0.00861245333279254,-0.001574554401382902,-0.012128139364229478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,-0.02751516255919049,-0.021785701035730624,0.0,0.00441761611331665,0.0,-0.013841030476755266,-0.005761545134713405,0.0023009520157561665,0.006352529254184911,0.0,-0.0018471071344450711,0.007142567402272044,0.00572720956079811,0.00993840543988703,0.02486420983066415,-0.003802270755859069,-0.006144722809339086,0.0,0.008499959810626954,0.03314877462110412,-0.01701042532782496,0.00517313601001436,-0.029670138934239525,-0.010498775600565367,-0.006663303321936871,-0.007117748662126753,-0.013060120919697578,0.0,0.0015309501006934016,0.0012391859404814911,-0.009202905723065735,0.0,0.007895481028309417,0.015612772495897797,-0.0042646091303445875,-0.001481268906837166,-0.04592070307550402,0.030382083688122972,0.0023122423731567806,-0.01017600650981984,-0.0019091506789585336,-0.012818830408054626,-0.012416947904262515,-0.004770584094259702,-0.012919289014681376,0.0016377970531471515,0.0,0.007916745098731267,-0.01079984902869144,-0.013003921974217647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
