Date,DBC_ret,DBC_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2024-10-14,-0.015584741759201,0.0120613937145069,0,0.9999999988939408,1.1060046203084122e-09,0.9999999988939408,0.5000000005530296,-0.0055080775728057986
2024-10-15,-0.0193839830671373,0.0129523201126476,0,0.9999999999974989,2.506563507233787e-12,0.9999999999974989,0.5000000000012506,-0.004660581545748098
2024-10-16,-0.0026726404288158,0.0128647568446817,0,0.9999999999789679,2.1026138782461123e-11,0.9999999999789679,0.500000000010516,-0.0034491205466312585
2024-10-17,0.0013372593438294,0.0122753943950658,0,0.9999999992140829,7.858701311753078e-10,0.9999999992140829,0.5000000003929586,-0.007088912021141999
2024-10-18,-0.0053595215325903,0.0123455259564655,0,0.9999999994689688,5.31065573511705e-10,0.9999999994689688,0.5000000002655156,-0.008332725488783
2024-10-21,0.0031299159694836,0.012362378377724,0,0.9999999995759481,4.240181161364125e-10,0.9999999995759481,0.500000000212026,-0.004589793943046079
2024-10-22,0.0172608665372264,0.0124151657536805,0,0.9999999999579359,4.205272032454474e-11,0.9999999999579359,1.0,0.002739175977826661
2024-10-23,-0.0057206428731461,0.0123275276991801,0,0.9999999994156497,5.842995929789492e-10,0.9999999994156497,1.0,0.002129575488960601
2024-10-24,-0.0004413938381305,0.0121268107312225,0,0.9999999980062739,1.9937405265093457e-09,0.9999999980062739,1.0,0.001773844852568621
2024-10-25,0.0070391191264838,0.0121718720160685,0,0.9999999990403694,9.59625354466937e-10,0.9999999990403694,1.0,0.004253572984383442
2024-10-28,-0.0271066047357308,0.0137031634205873,0,1.0,2.320693114607557e-15,1.0,0.5,-0.0017937311566594387
2024-10-29,-0.0018034803594618,0.0130690819891226,0,0.9999999999946567,5.320173808887195e-12,0.9999999999946567,0.5000000000026716,-0.005606600535997078
2024-10-30,0.0125562181071894,0.0132618461077145,0,0.9999999999996589,3.752935752717685e-13,0.9999999999996589,0.5000000000001705,-0.0019512283399299786
2024-10-31,0.0066621936569708,0.0129036847111076,0,0.9999999999899956,9.989194950292478e-12,0.9999999999899956,0.5000000000050022,-0.000530510840909718
2024-11-01,-0.0106809563575554,0.0130343546921452,0,0.9999999999952252,4.774496991805087e-12,0.9999999999952252,0.5000000000023874,-0.004074525937717558
2024-11-04,0.0168593094463692,0.0132528837822532,0,0.9999999999997726,1.723958636540932e-13,0.9999999999997726,1.0,0.004718656898702442
2024-11-05,0.006140415314947,0.0123102920537216,0,0.9999999995408189,4.592306146826201e-10,0.9999999995408189,1.0,0.006307436033584202
2024-11-06,-0.0109915658900592,0.012401801890793,0,0.9999999997361328,2.6381869698147874e-10,0.9999999997361328,1.0,0.001597879234134482
2024-11-07,0.0101166947482829,0.0117667183644661,0,0.9999999933543222,6.645686699055692e-09,0.9999999933543222,1.0,0.0022887794523969015
2024-11-08,-0.0154358295390744,0.0121956138108278,0,0.999999999476131,5.23907746060683e-10,0.999999999476131,1.0,0.001337804816093102
2024-11-11,-0.0161294877395909,0.012228809448411,0,0.9999999996106226,3.8941587041273355e-10,0.9999999996106226,0.5000000001946887,-0.005259954621098918
2024-11-12,-0.0054346748344869,0.0115478359900013,0,0.9999999543051682,4.569488106232611e-08,0.9999999543051682,0.500000022847416,-0.007574972650985698
2024-11-13,-0.0031840151048178,0.0115522210621223,0,0.9999999526844487,4.731560175721218e-08,0.9999999526844487,0.5000000236577756,-0.006013462493937418
2024-11-14,-0.0009116514285751,0.0115386029454422,0,0.999999949188124,5.081192795960937e-08,0.999999949188124,0.500000025405938,-0.008219131729309017
2024-11-15,-0.0050285650116436,0.0115325167718231,0,0.9999999498279534,5.017201185754602e-08,0.9999999498279534,0.5000000250860233,-0.006137678823822858
2024-11-18,0.0226561234204203,0.0126834609407353,0,0.9999999999980673,1.9717190739862904e-12,0.9999999999980673,1.0,0.0016194434081793821
2024-11-19,0.0031313163280004,0.0120380174441388,0,0.9999999971187208,2.88126758022429e-09,0.9999999971187208,1.0,0.003332641640676842
2024-11-20,-0.0004467177799075,0.0119841678330134,0,0.9999999954831083,4.516841817105675e-09,0.9999999954831083,1.0,0.003880101105658902
2024-11-21,0.0071239240501993,0.012108903717717,0,0.9999999986238208,1.3761328768843782e-09,0.9999999986238208,1.0,0.005487216201413783
2024-11-22,0.0008868061126937,0.0119917406325974,0,0.9999999958195076,4.18046326405034e-09,0.9999999958195076,1.0,0.006670290426281242
2024-11-25,-0.014285916848537,0.0107787925861915,0,0.9999992150222522,7.849777001808762e-07,0.9999992150222522,0.5000003924888738,-0.0007181176275102182
2024-11-26,0.0,0.0107696581641087,0,0.9999980051979379,1.9948020911129565e-06,0.9999980051979379,0.5000009974010311,-0.001344380893110298
2024-11-27,-0.0054102655413299,0.0104268688213898,0,0.999991836506308,8.163493662330794e-06,0.999991836506308,0.5000040817468461,-0.002337090445394778
2024-11-29,0.0009036366379839,0.0102909644177527,0,0.9999690815842988,3.09184156986874e-05,0.9999690815842988,0.5000154592078506,-0.0035811479278378584
2024-12-02,-0.0072529109615078,0.0101489098516678,0,0.9994879103428739,0.000512089657178646,0.9994879103428739,0.5002560448285631,-0.0052090913426781574
2024-12-03,0.0113098084982065,0.0097058817429616,0,0.9897675094903131,0.010232490509659032,0.9897675094903131,0.5051162452548434,-8.994627332945814e-05
2024-12-04,-0.0054127997832541,0.0095946828955915,0,0.9059931220556021,0.09400687794444267,0.9059931220556021,0.5470034389721989,-0.0011725062299802781
2024-12-05,-0.0013577432139118,0.0093416098885496,0,0.6651801650373651,0.3348198349626217,0.6651801650373651,0.6674099174813175,-0.00036200176449665807
2024-12-06,-0.0077290844151117,0.0090507226306159,1,0.36939856898140344,0.6306014310185605,0.36939856898140344,0.8153007155092983,-0.002088545975115778
2024-12-09,0.0095390932375951,0.0088343019377199,1,0.14982148788975305,0.8501785121101921,0.14982148788975305,1.0,0.001269854864704802
2024-12-10,0.0022577965787715,0.0080857407736172,1,0.016896955453359164,0.9831030445465951,0.016896955453359164,0.9915515222733204,-0.0005405475191821979
2024-12-11,0.0125505900175985,0.0084341957855447,1,0.005488757604807875,0.9945112423951638,0.005488757604807875,1.0,0.003052130440988322
2024-12-12,-0.004016876165632,0.0084577926598989,1,0.0009842846624935132,0.9990157153374819,0.0009842846624935132,1.0,0.0025203038506442822
2024-12-13,-0.0004474101336289,0.008453121557555,1,0.00022622727843184265,0.9997737727215524,0.00022622727843184265,1.0,0.003976638706940842
2024-12-16,-0.0053835661224265,0.0084666948121003,1,0.00011180575012052959,0.9998881942499329,0.00011180575012052959,1.0,0.000992106834936522
2024-12-17,-0.0067705429971659,0.0069055183661141,1,2.2338576085637783e-05,0.999977661423908,2.2338576085637783e-05,0.9999888307119571,-0.0008135610802509581
2024-12-18,-0.0090992299269893,0.0071019891544017,1,2.365896257187558e-05,0.999976341037476,2.365896257187558e-05,0.9999881705187141,-0.005143525069168518
2024-12-19,0.0,0.0071050260754308,1,1.4806710227692525e-05,0.9999851932897436,1.4806710227692525e-05,0.9999925966448862,-0.004340149836042117
2024-12-20,0.0063782005529699,0.0070612542465921,1,1.7476323732678228e-05,0.9999825236762121,1.7476323732678228e-05,0.9999912618381337,-0.002975027698722358
2024-12-23,0.0007650662919139,0.0070594428500082,1,1.4312733219206377e-05,0.9999856872667542,1.4312733219206377e-05,0.9999928436333905,-0.0017453012158542777
2024-12-24,0.0057197436561034,0.0064987174756061,1,1.589551782479828e-05,0.9999841044821386,1.589551782479828e-05,1.0,0.0007527561147995824
2024-12-26,-0.0028558763726592,0.0065260383089819,1,1.4528188626878049e-05,0.9999854718113621,1.4528188626878049e-05,1.0,0.002001426825665602
2024-12-27,0.0047551481656571,0.0065041881595061,1,1.5299337062431325e-05,0.9999847006629875,1.5299337062431325e-05,1.0,0.0029524564587970225
2024-12-30,0.0089729755410866,0.0067944159604348,1,2.024942171630353e-05,0.9999797505783358,2.024942171630353e-05,1.0,0.0034714114564203626
2024-12-31,0.0051581950089664,0.0066039109711852,1,1.5644445555542136e-05,0.9999843555544234,1.5644445555542136e-05,1.0,0.004350037199830863
2025-01-02,0.0097743768150012,0.0064883141895837,1,2.2243315577414905e-05,0.9999777566844196,2.2243315577414905e-05,1.0,0.005160963831610422
2025-01-03,-0.0051079858968542,0.0064724507514068,1,1.668425210654355e-05,0.9999833157478716,1.668425210654355e-05,1.0,0.004710541926771423
2025-01-06,0.0018604946556233,0.006446642633042,1,1.4322401324710453e-05,0.9999856775986229,1.4322401324710453e-05,1.0,0.004131611224764662
2025-01-07,0.0046361033593835,0.0061180840381557,1,2.2246410334058568e-05,0.9999777535897053,2.2246410334058568e-05,1.0,0.0032642367884240424
2025-01-08,-0.0018518812003688,0.0058991658826035,1,0.00012814875117960774,0.9998718512488655,0.00012814875117960774,1.0,0.0018622215465570024
2025-01-10,0.0265219093875543,0.0081558826072208,1,0.00236663421654248,0.9976333657834935,0.00236663421654248,1.0,0.005211728061067623
2025-01-13,0.0071942105817754,0.0078949417736108,1,0.00024488761341058806,0.9997551123866136,0.00024488761341058806,1.0,0.007672167356793542
2025-01-14,-0.0004481139839456,0.0077839644336924,1,5.6940389343926233e-05,0.9999430596106916,5.6940389343926233e-05,1.0,0.007210445628879762
2025-01-15,0.0160075301782273,0.0083092063998703,1,0.00026465223630997515,0.9997353477637129,0.00026465223630997515,1.0,0.009484730992648523
2025-01-16,-0.0044208988900068,0.0082588233594019,1,8.437212320749336e-05,0.9999156278768098,8.437212320749336e-05,1.0,0.008970927454720922
2025-01-17,-0.0044405300565199,0.0081237354840783,1,5.0020702586270486e-05,0.9999499792973654,5.0020702586270486e-05,1.0,0.002778439565906082
2025-01-21,-0.0049073603324601,0.0078310194803856,1,3.245977845028011e-05,0.9999675402215241,3.245977845028011e-05,1.0,0.00035812538305898204
2025-01-22,-0.0008949126646071,0.0078557045965001,1,2.9309894421383566e-05,0.9999706901055906,2.9309894421383566e-05,1.0,0.000268765646926682
2025-01-23,-0.0035874152047638,0.0079878798032387,1,4.177647421495404e-05,0.9999582235258241,4.177647421495404e-05,0.9999791117628924,-0.003650223429671538
2025-01-24,0.0004491202693284,0.0079931397826841,1,0.0001106321329901823,0.9998893678669815,0.0001106321329901823,0.9999446839335049,-0.0026762195978044983
2025-01-27,-0.0153849353100037,0.0089666150948206,1,0.0010621078430908455,0.9989378921569143,0.0010621078430908455,0.9994689460784546,-0.004865100648501259
2025-01-28,0.0009116361929885,0.0088969540011184,1,0.0006457879924344129,0.9993542120075437,0.0006457879924344129,0.9996771060037828,-0.003701301343411538
2025-01-29,0.001820603613556,0.0088778140444529,1,0.0004386494127364002,0.9995613505872399,0.0004386494127364002,0.9997806752936318,-0.0031581980877789183
2025-01-30,0.0009090603394649,0.0087317854007754,1,0.00027111380805217434,0.9997288861919423,0.00027111380805217434,0.9998644430959739,-0.002258902978933178
2025-01-31,-0.0018190375595439,0.0087261460251396,1,0.0002254368818701395,0.9997745631181015,0.0002254368818701395,0.9998872815590649,-0.0027125345447076383
2025-02-03,0.0077080496388927,0.008633026903548,1,0.00022553349688615178,0.9997744665031237,0.00022553349688615178,1.0,0.0019060624450716417
2025-02-04,0.0027064482399043,0.0085056522234593,1,0.0001450767460032184,0.9998549232539963,0.0001450767460032184,1.0,0.0022650248544548016
2025-02-05,-0.0063263289980299,0.0086899157934292,1,0.00019316801672257522,0.9998068319833155,0.00019316801672257522,1.0,0.0006356383321376218
2025-02-06,0.0004531911767831,0.0086541191975501,1,0.00015787019250710832,0.9998421298074665,0.00015787019250710832,1.0,0.0005444644996012618
2025-02-07,0.0004529858875723,0.008629032416413,1,0.00012773317492771654,0.9998722668251048,0.00012773317492771654,1.0,0.0009988691890245017
2025-02-10,0.0143887846487023,0.0070292613926059,1,5.377891360090867e-05,0.9999462210864023,5.377891360090867e-05,1.0,0.002335016190986422
2025-02-11,0.0075606401187357,0.0070479746148229,1,2.1801964334354578e-05,0.9999781980356528,2.1801964334354578e-05,1.0,0.0033058545667527016
2025-02-12,-0.0111385173042747,0.0075179225396359,1,3.7812818231663126e-05,0.9999621871817824,3.7812818231663126e-05,1.0,0.0023434169055037415
2025-02-13,0.0049163096674835,0.0066338024332607,1,1.5756441315809034e-05,0.9999842435587305,1.5756441315809034e-05,1.0,0.0032360406036438206
2025-02-14,0.0004457170810847,0.0065726269287174,1,1.4668910538184536e-05,0.9999853310894613,1.4668910538184536e-05,1.0,0.0032345868423463014
2025-02-18,0.0145987433955098,0.0072803534953659,1,5.1445930589232185e-05,0.9999485540693783,5.1445930589232185e-05,1.0,0.003276578591707801
2025-02-19,0.0078741358854529,0.0073264735202694,1,2.4854422812175082e-05,0.9999751455771848,2.4854422812175082e-05,1.0,0.003339277745051241
2025-02-20,0.0013062918395759,0.0073082414070149,1,1.979772240912198e-05,0.9999802022775652,1.979772240912198e-05,1.0,0.005828239573821361
2025-02-21,-0.0140230627087158,0.0080216977163678,1,0.00010073387568125083,0.9998992661243568,0.00010073387568125083,1.0,0.0020403650985815007
2025-02-24,-0.0035366648967304,0.0080825205626524,1,4.853918290492711e-05,0.9999514608171425,4.853918290492711e-05,1.0,0.001243888703018481
2025-02-25,-0.0111334687047205,0.0076835179979232,1,4.96192783408896e-05,0.9999503807216193,4.96192783408896e-05,0.9999751903608296,-0.0039025537170275792
2025-02-26,-0.0085452053283335,0.0079687023282634,1,5.051218545725322e-05,0.9999494878145366,5.051218545725322e-05,0.9999747439072714,-0.0071864219597848585
2025-02-27,0.0013541397274321,0.0079651027240885,1,3.69742452967571e-05,0.9999630257546749,3.69742452967571e-05,0.9999815128773516,-0.007176852382213619
2025-02-28,-0.0076975786776792,0.0081665340727084,1,6.413187150709697e-05,0.9999358681284872,6.413187150709697e-05,0.9999679340642464,-0.0059117555760062985
2025-03-03,-0.006383935190049,0.0082823517877589,1,7.030942051110525e-05,0.9999296905794366,7.030942051110525e-05,0.9999648452897445,-0.006481209634670018
2025-03-04,0.0031970619149378,0.0081139100367562,1,4.7813816038453124e-05,0.9999521861839142,4.7813816038453124e-05,0.9999760930919808,-0.0036151035107383584
2025-03-05,-0.0027397253980056,0.0080928265991136,1,4.3354044312004815e-05,0.9999566459557274,4.3354044312004815e-05,0.9999783229778441,-0.0024540075246727786
2025-03-06,-0.0050424234723255,0.0080512405693703,1,4.906664786241649e-05,0.9999509333521021,4.906664786241649e-05,0.9999754666760687,-0.0037333201646242986
2025-03-07,0.0086937850633198,0.0083189437142554,1,0.00010138500320754586,0.9998986149968481,0.00010138500320754586,0.9999493074983963,-0.0004550474164244988
2025-03-10,-0.0063986137101262,0.0084278548916682,1,9.35618547610975e-05,0.99990643814523,9.35618547610975e-05,0.9999532190726195,-0.00045798312043993875
2025-03-11,0.0054869775171376,0.0078058726155664,1,3.545966457304824e-05,0.9999645403354612,3.545966457304824e-05,1.0,2.1163626406917045e-17
2025-03-12,0.0,0.0075451176996225,1,2.015012067576149e-05,0.9999798498792815,2.015012067576149e-05,1.0,0.0005479450796011412
2025-03-13,-0.0036546076842616,0.0072171747084876,1,1.6806398149599412e-05,0.9999831936018228,1.6806398149599412e-05,1.0,0.0008255082372139212
2025-03-14,0.0054768702707273,0.0072426655913664,1,1.8482797852192232e-05,0.9999815172021104,1.8482797852192232e-05,1.0,0.00018212527869542126
2025-03-17,0.0068044185763663,0.0074477969548086,1,2.2971991060602936e-05,0.9999770280089637,2.2971991060602936e-05,1.0,0.0028227317359939214
2025-03-18,-0.0022630585188161,0.0065191525295754,1,1.4549153998297044e-05,0.9999854508459951,1.4549153998297044e-05,1.0,0.0012727245288031812
2025-03-19,0.0063233828865564,0.0064093204490859,1,1.6885392500813886e-05,0.9999831146075132,1.6885392500813886e-05,1.0,0.0025374011061144613
2025-03-20,0.0017993988324773,0.0064221813089357,1,1.4569500591114036e-05,0.9999854304994169,1.4569500591114036e-05,1.0,0.003628202409462241
2025-03-21,-0.0058597232002176,0.0058235233070323,1,2.6728774092457844e-05,0.9999732712259561,2.6728774092457844e-05,1.0,0.0013608837152732614
2025-03-24,0.0036100793024305,0.0058918460054076,1,2.1911577668805075e-05,0.9999780884223365,2.1911577668805075e-05,1.0,0.0007220158604861013
2025-03-25,0.0013503935551978,0.0053843248469422,1,4.082608939664993e-05,0.9999591739105801,4.082608939664993e-05,1.0,0.0014447062752888813
2025-03-26,-0.0013503935551978,0.0050276717589425,1,8.633998713831026e-05,0.999913660012855,8.633998713831026e-05,0.9999568300064308,-9.004901306195866e-05
2025-03-27,0.0026990545754127,0.0050537581126254,1,0.00015099947645152027,0.9998490005235975,0.00015099947645152027,1.0,8.988213552512132e-05
2025-03-28,-0.0031495913008877,0.0047741595774266,1,0.0006169369139120271,0.9993830630860843,0.0006169369139120271,1.0,0.0006319085153911014
2025-03-31,0.013873545216521,0.0053648055300615,1,0.0020956235367060633,0.9979043764633191,0.0020956235367060633,1.0,0.0026846016982092014
2025-04-01,0.0004443307214695,0.0053527291977846,1,0.009331759043913855,0.9906682409560809,0.009331759043913855,1.0,0.0025033891314635414
2025-04-02,0.0062001626723716,0.0053704138646438,1,0.09560308718301445,0.9043969128169588,0.09560308718301445,1.0,0.004013500376977421
2025-04-03,-0.0410059205080974,0.010919337790105,0,0.9999995743000678,4.2569992136488426e-07,0.9999995743000678,0.5000002128499661,-0.0047274946397245984
2025-04-04,-0.0370151865831892,0.0134776236971748,0,1.0,4.810298528612417e-16,1.0,0.5,-0.011500613696184898
2025-04-07,-0.0158772007761233,0.0137911762880186,0,1.0,1.1990204669215082e-14,1.0,0.5,-0.017450762894713756
2025-04-08,-0.0225610476218474,0.014319520061743,0,1.0,6.004564938516671e-17,1.0,0.5,-0.022051838563377134
2025-04-09,0.0355700858788554,0.016854226846297,0,1.0,1.9269619674130853e-30,1.0,0.5,-0.016177853922080376
2025-04-10,-0.0125243016897911,0.0170041934089341,0,1.0,2.168161095409727e-27,1.0,0.5,-0.010481530158419117
2025-04-11,0.0144372923849651,0.017350285844881,0,1.0,7.803224194089339e-30,1.0,0.5,-0.00019103436478825725
2025-04-14,0.0004776528801313,0.0172304220047983,0,1.0,2.081235131414093e-28,1.0,1.0,0.0030799363664626624
2025-04-15,-0.002390643575305,0.0172302593393779,0,1.0,2.3608665847972377e-28,1.0,1.0,0.007114017175771143
2025-04-16,0.012369288603052,0.0174494198445653,0,1.0,3.783756323454447e-30,1.0,1.0,0.002473857720610463
2025-04-17,0.0103482786916995,0.0176622762213912,0,1.0,4.517516170611916e-31,1.0,1.0,0.007048373796908583
2025-04-21,-0.0084587823857518,0.0177015501999567,0,1.0,1.001802681955633e-30,1.0,1.0,0.0024691588427652035
2025-04-22,0.0047081336329038,0.0177220391126431,0,1.0,4.911755750082436e-31,1.0,1.0,0.0033152549933197035
2025-04-23,-0.0075436719514112,0.0177426707811911,0,1.0,6.3556963786363165e-31,1.0,1.0,0.002284649318098463
2025-04-24,0.0089517449122714,0.0179275305319948,0,1.0,2.3803435406862383e-32,1.0,1.0,0.0016011405799423433
2025-04-25,0.0014061854227982,0.0179119341515155,0,1.0,6.864349850482166e-32,1.0,0.5,-0.00018727807383791677
2025-04-28,-0.0056364591748107,0.0179283232824439,0,1.0,7.172971606196318e-32,1.0,1.0,0.0003771865683503033
2025-04-29,-0.0127994523275986,0.0176588782707773,0,1.0,1.2633952033310504e-30,1.0,0.5,-0.0031243306237501768
2025-04-30,-0.0187821882547328,0.0179511893597204,0,1.0,1.9561504918364416e-32,1.0,0.5,-0.0053720338844144965
2025-05-01,0.0048496980359214,0.0179112930469762,0,1.0,5.029917955696452e-32,1.0,0.5,-0.006192443259684497
2025-05-02,0.0043447285733802,0.0158028692838294,0,1.0,5.347714534037877e-22,1.0,0.5,-0.005604734629568096
2025-05-05,-0.0057971127150532,0.0135794600123871,0,0.9999999999998863,1.3790924919582632e-13,0.9999999999998863,0.5000000000000568,-0.005636865337616597
2025-05-06,0.014907771456447,0.0135185971378035,0,1.0,3.774931431173934e-14,1.0,0.5,-9.54205808074763e-05
2025-05-07,-0.0124882065082885,0.0127695884128313,0,0.9999999999770353,2.3021240758057704e-11,0.9999999999770353,1.0,0.0011633757684813833
2025-05-08,0.0129653094123259,0.0103470420609839,0,0.9999961598603996,3.840139557382782e-06,0.9999961598603996,1.0,0.002786498043762284
2025-05-09,0.0076046243259378,0.0100214090405372,0,0.9999689496437841,3.1050356221214075e-05,0.9999689496437841,1.0,0.0034384771942738033
2025-05-12,0.0066069703664812,0.0096209096316726,0,0.9998890372319228,0.00011096276810593373,0.9998890372319228,1.0,0.005919293810580683
2025-05-13,0.0154028122523186,0.0101597965948809,0,0.9999935927886043,6.40721140915334e-06,0.9999935927886043,1.0,0.006018301969755004
2025-05-14,-0.0051079858968542,0.0102328718700236,0,0.9999829438428902,1.705615705591794e-05,0.9999829438428902,1.0,0.007494346092041864
2025-05-15,-0.0098245859271134,0.0101831391492269,0,0.9999831201592025,1.6879840791507068e-05,0.9999831201592025,1.0,0.002936367024154003
2025-05-16,-0.0037683156349229,0.0099349634025406,0,0.9999368554954066,6.31445045521973e-05,0.9999368554954066,1.0,0.0006617790319818633
2025-05-19,-0.0014167175383559,0.0097583965007843,0,0.9998932526905553,0.00010674730940048397,0.9998932526905553,0.5000533736547224,-0.0009429585489855567
2025-05-20,0.0126791455393741,0.0101199291865195,0,0.999987189051787,1.2810948158038327e-05,0.999987189051787,0.5000064054741065,-0.0014876918915744566
2025-05-21,-0.0014008402543629,0.009960418568642,0,0.9999428290775115,5.7170922459016246e-05,0.9999428290775115,0.5000285854612443,-0.0007462627630761967
2025-05-22,-0.0051534541137514,0.0098391668789351,0,0.9999153587175474,8.464128245933417e-05,0.9999153587175474,1.0,0.00018796359959620345
2025-05-23,0.0056206189384001,0.0099172742511066,0,0.9999208925805028,7.910741951699845e-05,0.9999208925805028,1.0,0.002065750514260803
2025-05-27,-0.0089140392824111,0.0100440276775107,0,0.999729952954122,0.0002700470459192587,0.999729952954122,1.0,0.0005662861654497635
2025-05-28,-0.0033042095948406,0.009623979430736,0,0.996324487050849,0.003675512949169822,0.996324487050849,0.5018377564745755,-0.0026303848613931763
2025-05-29,-0.0052144353932139,0.0086230126463937,0,0.9868612964206978,0.013138703579351443,0.9868612964206978,0.5065693517896511,-0.0033931038891633764
