Date,ETHA_ret,ETHA_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2025-06-06,-0.0179140807858438,0.0421395240340896,0,0.909506798220289,0.09049320177969626,0.09049320177969626,0.9547533991101519,-0.0071025773710392285
2025-06-09,0.039098022382391,0.0375363355455575,0,0.9994671022425592,0.0005328977574648528,0.0005328977574648528,1.0,0.003923710387334751
2025-06-10,0.0719877499232227,0.0390650962159962,0,0.9999688045366018,3.1195463341523646e-05,3.1195463341523646e-05,1.0,0.01085045536282235
2025-06-11,0.0137020338228293,0.0336324870888365,0,0.9999995409840411,4.5901601127849276e-07,4.5901601127849276e-07,1.0,0.013892452407139289
2025-06-12,-0.0441318663966679,0.0342260347028799,0,0.9999993127265813,6.872733845595741e-07,6.872733845595741e-07,1.0,0.012548371789186252
2025-06-13,-0.0632642005164842,0.0366461537539174,0,0.9999960449224314,3.95507755052768e-06,3.95507755052768e-06,1.0,0.003478347843058169
2025-06-16,0.0519200814983125,0.0380727156146516,0,0.999991023099644,8.976900379020795e-06,8.976900379020795e-06,1.0,0.00604275966624247
2025-06-17,-0.0519200814983125,0.0393383529395411,0,0.9999792287522428,2.0771247720705492e-05,2.0771247720705492e-05,0.9999896143761396,-0.01873880661806457
2025-06-18,-0.0136772378695793,0.0394271039634031,0,0.999982921985036,1.7078015018477427e-05,1.7078015018477427e-05,0.9999914609924907,-0.024214660956546293
2025-06-20,-0.0328427208210341,0.0400716821710062,0,0.9999715910852937,2.8408914736785924e-05,2.8408914736785924e-05,0.9999857955426317,-0.021956831841419527
2025-06-23,-0.0419172838090893,0.0391066516177055,0,0.9999830843784666,1.6915621562689698e-05,1.6915621562689698e-05,0.9999915421892187,-0.017687448499940552
2025-06-24,0.0517213002019587,0.0407306732849759,0,0.9999543024765172,4.569752350605522e-05,4.569752350605522e-05,0.9999771512382469,-0.017727204759211312
2025-06-25,-0.0027137679553778,0.0387946247012028,0,0.9999888145028157,1.1185497224319536e-05,1.1185497224319536e-05,0.9999944072513878,-0.007885942050624373
2025-06-26,0.0032555355966181,0.0384894397222643,0,0.9999911083637831,8.891636238782543e-06,8.891636238782543e-06,0.9999955541818806,-0.004499387357384894
2025-06-27,-0.0103457840341095,0.0383244630689432,0,0.9999918337757998,8.16622414430713e-06,8.16622414430713e-06,1.0,2.6367796834847467e-17
2025-06-30,0.0428560081640046,0.0392367818852104,0,0.9999823263525264,1.76736474383128e-05,1.76736474383128e-05,1.0,0.016954658394618807
2025-07-01,-0.0472443817194151,0.0404639134562093,0,0.999932140911288,6.785908871188685e-05,6.785908871188685e-05,0.9999660704556441,-0.002838477989655952
2025-07-02,0.0822814694571435,0.0439026006825067,0,0.9993429647931741,0.0006570352067690811,0.0006570352067690811,1.0,0.014160569492848307
2025-07-03,-0.0132519895712138,0.043996589555974,0,0.9994008121488419,0.0005991878511882038,0.0005991878511882038,1.0,0.010859064459281925
2025-07-07,-0.0118710835221455,0.0432481150942276,0,0.9996165904205918,0.0003834095794636412,0.0003834095794636412,1.0,0.010554004561674726
2025-07-08,0.0266409426549246,0.0434084868448818,0,0.9995853634153054,0.0004146365846470636,0.0004146365846470636,1.0,0.007310991459858726
2025-07-09,0.0584214512609493,0.0444677382962737,0,0.9993199237424687,0.0006800762575028825,0.0006800762575028825,1.0,0.028444158055931607
2025-07-10,0.0179589453724224,0.0416379262022731,0,0.9998438670759806,0.0001561329239738112,0.0001561329239738112,1.0,0.015579653238987388
2025-07-11,0.0657087449560699,0.0440420055610462,0,0.9994993855499005,0.0005006144501033565,0.0005006144501033565,1.0,0.03137180014444413
2025-07-14,-0.0021953571011783,0.0426368429743128,0,0.9998120726123676,0.00018792738759562007,0.00018792738759562007,1.0,0.03330694542863757
2025-07-15,0.0131005909463719,0.0394578008014124,0,0.9999650879012397,3.491209878922872e-05,3.491209878922872e-05,1.0,0.030598875086927026
2025-07-16,0.1060977712884652,0.0441222225225494,0,0.9991916476075147,0.0008083523924623626,0.0008083523924623626,1.0,0.04013413909243021
2025-07-17,0.0097069295730278,0.0414968851849097,0,0.999888506974439,0.00011149302550860122,0.00011149302550860122,1.0,0.03848373593255129
2025-07-18,0.0393990704058014,0.0412571803790606,0,0.999935942366918,6.405763306761992e-05,6.405763306761992e-05,1.0,0.03322180102249759
2025-07-21,0.0506987504389118,0.0400788257583883,0,0.9999683754570732,3.162454296983683e-05,3.162454296983683e-05,1.0,0.0438006225305156
2025-07-22,-0.0181726090074624,0.0384051668675311,0,0.9999910247529769,8.975246977187868e-06,8.975246977187868e-06,1.0,0.037545982539748744
2025-07-23,-0.0232822227957975,0.0391188670273135,0,0.9999857523718889,1.424762806264203e-05,1.424762806264203e-05,1.0,0.011669983722896207
2025-07-24,0.0435712159143215,0.0391138318425862,0,0.9999838906633559,1.6109336651673384e-05,1.6109336651673384e-05,1.0,0.018442840991154945
2025-07-25,-0.0285937725617216,0.0405257359342494,0,0.9999624280572632,3.7571942769153384e-05,3.7571942769153384e-05,1.0,0.004844272397650345
2025-07-28,0.0429372668253917,0.0401705290838506,0,0.9999686536520564,3.1346347971670597e-05,3.1346347971670597e-05,1.0,0.0032919756749463258
2025-07-29,-0.0104749959482131,0.0405332592878718,0,0.9999659461139329,3.4053886066939934e-05,3.4053886066939934e-05,1.0,0.004831498286796186
2025-07-30,-0.0003510700054441,0.037691008120638,0,0.9999945446887623,5.4553112493187255e-06,5.4553112493187255e-06,1.0,0.009417728844866866
2025-07-31,-0.0074008825725533,0.0354629129682107,0,0.999998654100519,1.3458994746135162e-06,1.3458994746135162e-06,0.9999993270502627,-0.0007766908525080928
2025-08-01,-0.0642791589633324,0.0394373786445081,0,0.9999742875689579,2.5712431048128313e-05,2.5712431048128313e-05,0.999987143784476,-0.007913768132830254
2025-08-04,0.045713811257717,0.0394451178982802,0,0.9999796336942693,2.0366305707939687e-05,2.0366305707939687e-05,0.999989816847146,-0.007358459246365194
2025-08-05,-0.0266584907187301,0.0406317526997162,0,0.9999605022844025,3.9497715563798256e-05,3.9497715563798256e-05,0.9999802511422181,-0.010595158200468593
2025-08-06,0.032407692607377,0.0395917247621632,0,0.9999795123857292,2.048761432107282e-05,2.048761432107282e-05,0.9999897561928395,-0.004043405677904374
2025-08-07,0.0489436944207069,0.0403417751314202,0,0.9999644750585686,3.5524941488060216e-05,3.5524941488060216e-05,1.0,0.007225509720747666
2025-08-08,0.049261255169179,0.0394290881022789,0,0.9999792709640856,2.0729035962890646e-05,2.0729035962890646e-05,1.0,0.02993359254724995
2025-08-11,0.046328051570805,0.039805026927335,0,0.9999741900361219,2.5809963927400657e-05,2.5809963927400657e-05,1.0,0.030056440609867546
2025-08-12,0.0601685214664529,0.0409105379025991,0,0.9999445079732472,5.549202675424607e-05,5.549202675424607e-05,1.0,0.04742184304690415
2025-08-13,0.0470507732895886,0.0362163564532674,0,0.9999970941588727,2.9058411634530543e-06,2.9058411634530543e-06,1.0,0.05035045918334646
2025-08-14,-0.0435532782130444,0.0386457771352256,0,0.999987893245889,1.2106754142694904e-05,1.2106754142694904e-05,1.0,0.031851064656596206
2025-08-15,-0.0361412971233784,0.0397281539453442,0,0.9999769442568883,2.3055743084618294e-05,2.3055743084618294e-05,1.0,0.01477055419808473
2025-08-18,-0.0054446685530984,0.0387017141433918,0,0.9999877336484531,1.2266351571307408e-05,1.2266351571307408e-05,1.0,0.004416010173304047
2025-08-19,-0.0519800209372567,0.0405794452815806,0,0.9998059409798588,0.0001940590201344498,0.0001940590201344498,0.9999029704899327,-0.018013698307437872
2025-08-20,0.0501584851476832,0.041117954338328,0,0.9967641598802066,0.003235840119832592,0.003235840119832592,0.9983820799400838,-0.017392155935818953
2025-08-21,-0.02991739881121,0.0412043138314339,0,0.9435960320819545,0.056403967918023774,0.056403967918023774,0.971798016040988,-0.014664980055452071
2025-08-22,0.1359158236938048,0.0495327466443157,1,0.02437675739100871,0.9756232426090324,0.9756232426090324,1.0,0.019746444107984575
