Date,FXI_ret,FXI_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2024-10-16,0.0175303050096888,0.0445337739608495,1,5.419217073290718e-42,1.0,1.0,0.5,-0.0070770909659433005
2024-10-17,-0.0256013624671509,0.0447573423770609,1,2.2315738071459024e-45,1.0,1.0,0.5,-0.014803062521461099
2024-10-18,0.0418975328303944,0.045423402580391,1,2.1065499768961343e-44,1.0,1.0,0.5,-0.00732459243577766
2024-10-21,-0.0134566077666319,0.0456025612737316,1,3.2256217714956546e-46,1.0,1.0,0.5,-0.00620397508907754
2024-10-22,0.0078456901490305,0.040778438298143,1,8.241769332024355e-34,1.0,1.0,1.0,0.00564311155106618
2024-10-23,-0.0021905782508314,0.040163710717036,1,5.924250599146487e-33,1.0,1.0,1.0,0.0016989348989621396
2024-10-24,-0.0059701584239463,0.0363305953452183,1,1.1047309531637864e-25,1.0,1.0,1.0,0.00562517570760306
2024-10-25,-0.0003152709385719,0.0362806510191247,1,2.6235204998397525e-25,1.0,1.0,0.5,-0.002817385046190199
2024-10-28,0.0171906473355928,0.0363856482151655,1,4.384280136822428e-25,1.0,1.0,1.0,0.003312065974254741
2024-10-29,-0.0071528737101312,0.0351748477335462,1,1.0697289790826788e-23,1.0,1.0,1.0,0.0003123532024224008
2024-10-30,-0.0128790664165081,0.030988918085559,1,2.1934572616919474e-17,1.0,1.0,0.5,-0.0018253444307129393
2024-10-31,-0.0022156010199823,0.0305470482471431,1,3.319511095479613e-16,1.0,1.0,0.5,-0.0010744329499201392
2024-11-01,0.0037951283710969,0.0292315188416865,1,2.998731631822904e-14,1.0,1.0,0.5,-0.00025235308798637917
2024-11-04,0.0059795528934934,0.0283429183733078,1,4.562480288253642e-13,0.9999999999995453,0.9999999999995453,0.5000000000002274,-0.002494571976406259
2024-11-05,0.0238733678803038,0.0199710596774676,1,1.1911201143330502e-05,0.9999880887988849,0.9999880887988849,1.0,0.0037106763416807414
2024-11-06,-0.0298529207737971,0.0207300845429993,1,1.9235895536106312e-07,0.9999998076410933,0.9999998076410933,1.0,0.0003159054702229408
2024-11-07,0.0534688218261862,0.0239645156659184,1,1.366144524389086e-10,0.9999999998633484,0.9999999998633484,1.0,0.011452790039456642
2024-11-08,-0.0601197311423661,0.0274683729965293,1,4.1005858314967725e-18,1.0,1.0,0.5,-0.0013301818632359575
2024-11-11,0.0,0.0272087602445495,1,7.182462782099523e-12,0.9999999999928377,0.9999999999928377,0.5000000000035811,-0.002526092441934638
2024-11-12,-0.0375570323857109,0.0260372203358156,1,3.3306158088528373e-13,0.9999999999996589,0.9999999999996589,0.5000000000001705,-0.014812172495137577
2024-11-13,-0.0013205006586107,0.0256586510281445,1,3.345373971222037e-10,0.9999999996654196,0.9999999996654196,0.5000000001672902,-0.009105688472100299
2024-11-14,-0.0106278493226409,0.0251542876520971,1,4.79025438808883e-10,0.9999999995209237,0.9999999995209237,0.5000000002395382,-0.021925022701865717
2024-11-15,0.0066555893813431,0.0231067056068852,1,1.2168390967515628e-07,0.9999998783160965,0.9999998783160965,0.5000000608419517,-0.008569958597123877
2024-11-18,0.0187289594590348,0.0234757395250589,1,4.78237595670608e-08,0.9999999521762686,0.9999999521762686,0.5000000239118657,-0.004824166705316918
2024-11-19,-0.0108002213179526,0.0234497203712372,1,2.0681773347663558e-08,0.9999999793182044,0.9999999793182044,1.0,0.0005271955082347416
2024-11-20,0.004596193230166,0.023504472604834,1,5.273260826546447e-08,0.999999947267385,0.999999947267385,1.0,0.0017105342859900815
2024-11-21,-0.0059132807599346,0.0235039991988042,1,2.957712543744587e-08,0.9999999704228917,0.9999999704228917,1.0,0.0026534479985313416
2024-11-22,-0.0219861967517331,0.0239074657568644,1,1.6202313235482431e-09,0.9999999983797352,0.9999999983797352,0.5000000008101324,-0.0030749092280838984
2024-11-25,0.0003366897190806,0.0234393917496697,1,5.114733590675693e-08,0.9999999488526341,0.9999999488526341,0.500000025573683,-0.006753363176074738
2024-11-26,-0.0060789702941029,0.0234333788802601,1,3.375116340096518e-08,0.9999999662488795,0.9999999662488795,0.5000000168755603,-0.005809112971304798
2024-11-27,0.0264095873153501,0.0242894809767049,1,5.446276075753121e-09,0.9999999945537184,0.9999999945537184,0.5000000027231408,-0.001446434154267978
2024-11-29,0.0,0.0242941288768277,1,8.292111911305759e-09,0.9999999917079094,0.9999999917079094,0.5000000041460453,-0.00026377800228105826
2024-12-02,0.0019777159608953,0.0242746215717936,1,9.535306575098958e-09,0.9999999904647439,0.9999999904647439,1.0,0.004529004540244621
2024-12-03,0.0042713981497881,0.0242476457026415,1,1.1020348431523409e-08,0.9999999889796528,0.9999999889796528,1.0,0.005315946226386122
2024-12-04,-0.007239309710005,0.0234726986198824,1,2.815941930409609e-08,0.9999999718405665,0.9999999718405665,1.0,0.005083878343205703
2024-12-05,0.002967911560217,0.0226860252803601,1,3.3701005794609225e-07,0.9999996629899782,0.9999996629899782,1.0,0.00039554319217908205
2024-12-06,0.0130848907387239,0.0189718256875382,1,8.706665292401647e-05,0.9999129333470791,0.9999129333470791,1.0,0.003012521339923862
2024-12-09,0.0790171545455747,0.0225359547458523,1,9.442347538240744e-13,0.9999999999990905,0.9999999999990905,1.0,0.018420409056859745
2024-12-10,-0.0467202299145645,0.0251178613820111,1,2.537824116260293e-13,0.9999999999997726,0.9999999999997726,1.0,0.008222083443989224
2024-12-11,-0.0094847869127346,0.0236195084231942,1,1.666663348084404e-08,0.999999983333396,0.999999983333396,1.0,0.007772988003443303
2024-12-12,0.0006351844023867,0.0236095473326069,1,3.661389858228593e-08,0.9999999633861314,0.9999999633861314,1.0,0.007306442571877243
2024-12-13,-0.0127797718204399,0.0236748976850195,1,1.0256480488754445e-08,0.9999999897435146,0.9999999897435146,1.0,0.0021335100600444828
2024-12-16,-0.0165346376174102,0.0239946267891119,1,3.1407494915784843e-09,0.9999999968592874,0.9999999968592874,0.5000000015703563,-0.0169768483725525
2024-12-17,0.0174649500432919,0.0239463239504571,1,1.958909934866135e-08,0.9999999804108486,0.9999999804108486,0.5000000097945757,-0.004139812380981217
2024-12-18,-0.0204223515559198,0.0242830080752548,1,9.1266605567678e-10,0.9999999990873221,0.9999999990873221,0.500000000456339,-0.006327325309618258
2024-12-19,0.0063029677691574,0.0243023359228769,1,1.0326768697588953e-08,0.9999999896732561,0.9999999896732561,0.500000005163372,-0.005193768636264117
2024-12-20,0.0059347098861503,0.0242881953625938,1,1.0563123801522189e-08,0.9999999894369013,0.9999999894369013,0.5000000052815494,-0.001450872294946078
2024-12-23,0.0091623992506971,0.0237387268030712,1,3.5014970495793534e-08,0.9999999649850231,0.9999999649850231,1.0,0.0036885350786753828
2024-12-24,0.0126235045796388,0.0238408704759098,1,2.7825702156433653e-08,0.999999972174351,0.999999972174351,1.0,0.002720245985944762
2024-12-26,0.0009645234783281,0.0237510916326464,1,2.7734510578632194e-08,0.9999999722655278,0.9999999722655278,1.0,0.006997620992794343
2024-12-27,-0.0087140062081329,0.0232520720665402,1,3.854280395222679e-08,0.9999999614572069,0.9999999614572069,1.0,0.003994226197336283
2024-12-30,-0.0117380031330144,0.0234426206368011,1,1.8899219157149887e-08,0.999999981100814,0.999999981100814,1.0,0.0004596835935033426
2024-12-31,-0.0016411603605999,0.0234489568263593,1,4.4998794215563326e-08,0.999999955001159,0.999999955001159,0.5000000224994205,-0.0017010283287560574
2025-01-02,-0.0182335826359136,0.023813663689001,1,3.634447901432157e-09,0.9999999963655455,0.9999999963655455,0.5000000018172273,-0.007872445771866538
2025-01-03,0.0165895957619843,0.0240415045159661,1,1.663487623427567e-08,0.9999999833651146,0.9999999833651146,0.5000000083174427,-0.004747431315135298
2025-01-06,-0.0132495863641071,0.0242415978557076,1,2.963487699951677e-09,0.9999999970365252,0.9999999970365252,0.5000000014817374,-0.005654547346330137
2025-01-07,-0.012414170736582,0.0241939539138701,1,1.2378640059246683e-05,0.999987621359983,0.999987621359983,0.5000061893200085,-0.005789780867043657
2025-01-08,-0.0037205854586326,0.0151435168134815,0,0.9075173602985728,0.09248263970147143,0.09248263970147143,0.9537586801492643,-0.006205665886650197
2025-01-10,-0.0295757901507912,0.0130103907500783,0,0.9753981533480963,0.02460184665191743,0.02460184665191743,0.9876990766740412,-0.008474107389625717
2025-01-13,0.0048746783412236,0.0131132369125949,0,0.9993574474757636,0.0006425525242118441,0.0006425525242118441,0.9996787237378941,-0.010817090873777857
2025-01-14,0.0216466180516618,0.0142713474206775,0,0.9999146992172415,8.530078276963892e-05,8.530078276963892e-05,0.9999573496086152,-0.0038378499906240775
2025-01-15,0.0135045654574817,0.0145000516578936,0,0.9999799866848872,2.0013315152308238e-05,2.0013315152308238e-05,1.0,0.0013458972481886627
2025-01-16,0.0003353278103302,0.0140546145663136,0,0.9999895585553412,1.0441444605829365e-05,1.0441444605829365e-05,1.0,0.0021570799019812225
2025-01-17,0.0192569135949158,0.0141804201472474,0,0.9999797286843997,2.0271315629523043e-05,2.0271315629523043e-05,1.0,0.011923620651122624
2025-01-21,0.0111184305248819,0.0135806751931903,0,0.9999903108623458,9.689137608064468e-06,9.689137608064468e-06,1.0,0.013172371087854282
2025-01-22,-0.0071801211500412,0.0136459846958698,0,0.9999897168186259,1.0283181429226231e-05,1.0283181429226231e-05,1.0,0.007407023247513682
2025-01-23,0.0009820786493153,0.0135865437640542,0,0.9999913093710316,8.690628933431019e-06,8.690628933431019e-06,1.0,0.0049025258858804025
2025-01-24,0.024564893668546,0.0145237366555065,0,0.9999595199752748,4.0480024759347417e-05,4.0480024759347417e-05,1.0,0.009748439057523563
2025-01-27,0.0089003424807698,0.014390153560311,0,0.9999861157029768,1.3884297050670778e-05,1.3884297050670778e-05,1.0,0.007677124834694363
2025-01-28,0.0113279514399855,0.014581195032183,0,0.9999846156595062,1.5384340478926903e-05,1.5384340478926903e-05,1.0,0.007719029017715082
2025-01-29,-0.0040758586731265,0.0144493004730069,0,0.9999830524058354,1.6947594147278525e-05,1.6947594147278525e-05,1.0,0.008339881513098023
2025-01-30,0.023596237701611,0.014890725744169,0,0.9999249644415288,7.503555848812913e-05,7.503555848812913e-05,1.0,0.012862713323557162
2025-01-31,-0.0217130265207091,0.0158865234291242,0,0.9997753343354998,0.0002246656645507996,0.0002246656645507996,1.0,0.003607129285706142
2025-02-03,-0.0053450852797732,0.0152575695287351,0,0.9999465997097873,5.340029021659105e-05,5.340029021659105e-05,1.0,0.0007580437335975422
2025-02-04,0.0233692610888391,0.0156464180045577,0,0.9998992152202931,0.00010078477969470355,0.00010078477969470355,1.0,0.003166305663368262
2025-02-05,-0.0167706282522397,0.0158608927492895,0,0.9998719037318081,0.00012809626821055158,0.00012809626821055158,1.0,0.0006273517475456223
2025-02-06,0.0109018135693519,0.0155109422773479,0,0.9999608129488623,3.918705111344293e-05,3.918705111344293e-05,0.9999804064744433,-0.001911533078906198
2025-02-07,0.0138442161301235,0.0155301691407688,0,0.9999635341896996,3.646581034550739e-05,3.646581034550739e-05,1.0,0.005199915451260322
2025-02-10,0.0268291240118317,0.0139253470970578,0,0.9999540375826371,4.596241735273323e-05,4.596241735273323e-05,1.0,0.011634757309581304
2025-02-11,-0.0083632794052021,0.0143885461199379,0,0.9999795938955925,2.04061043571753e-05,2.04061043571753e-05,1.0,0.005288249210773062
2025-02-12,0.0245901827288419,0.0145566983245564,0,0.9999566670559994,4.333294404848225e-05,4.333294404848225e-05,1.0,0.013560411406989381
2025-02-13,-0.000292673688384,0.0145832526900397,0,0.9999823348016965,1.7665198317363024e-05,1.7665198317363024e-05,1.0,0.011321513955442201
2025-02-14,0.0254348877387906,0.0150700689115271,0,0.9999303003513527,6.969964866796163e-05,6.969964866796163e-05,1.0,0.013639648277175623
2025-02-18,0.0073926599328514,0.0148373689746161,0,0.9999379091126906,6.209088729999994e-05,6.209088729999994e-05,1.0,0.009752355461379562
2025-02-19,-0.0071073354457286,0.015156821629792,0,0.9992924450557173,0.0007075549442396806,0.0007075549442396806,1.0,0.010003544253274262
2025-02-20,0.0192150619895555,0.0150476606567689,0,0.9921557134164237,0.007844286583520335,0.007844286583520335,1.0,0.008928520105416983
2025-02-21,0.0141728655840688,0.0150191977978431,0,0.9300602956313616,0.06993970436868475,0.06993970436868475,1.0,0.011821627959907544
2025-02-24,-0.0339586579811682,0.0172628538003616,1,0.149016627419565,0.850983372580457,0.850983372580457,0.5745083137097715,-5.708118408421642e-05
2025-02-25,0.0099418300979666,0.0172749083449196,1,0.11602876141585138,0.8839712385841035,0.8839712385841035,1.0,0.00045275284893882305
2025-02-26,0.0295204071369308,0.0180511767473142,1,0.031130564027418532,0.9688694359725749,0.9688694359725749,1.0,0.007778301365470702
2025-02-27,-0.0107603153793477,0.0183183548502452,1,0.009279281908487086,0.9907207180914864,0.9907207180914864,1.0,0.0017832258916900632
2025-02-28,-0.023008779006368,0.0189457973156141,1,0.000383116890805023,0.9996168831091636,0.9996168831091636,0.5001915584454182,-0.005653103026397296
2025-03-03,-0.0206489916207115,0.0188714518050501,1,5.0004872065094966e-05,0.9999499951279206,0.9999499951279206,0.5000250024360398,-0.0029911697543059577
2025-03-04,0.0152412546919509,0.0188993115201721,1,9.980240718569216e-05,0.9999001975928362,0.9999001975928362,0.500049901203582,-0.0019312848355090982
2025-03-05,0.0487358074166968,0.0209396036903732,1,9.698946635617479e-08,0.9999999030105802,0.9999999030105802,1.0,0.0019117952204441026
2025-03-06,0.0048807356881247,0.0202348781558393,1,1.773660970218022e-05,0.9999822633903461,0.9999822633903461,1.0,0.005040005433938582
2025-03-07,-0.0002706102287714,0.0202851800669245,1,1.4470452056516122e-05,0.9999855295479771,0.9999855295479771,1.0,0.009587639189457903
2025-03-10,-0.0271508444346904,0.0215635949140364,1,7.710103709365122e-08,0.9999999228989539,0.9999999228989539,1.0,0.008287268626662124
2025-03-11,0.0116085776225524,0.0210035455901855,1,5.143587495808287e-06,0.999994856412554,0.999994856412554,1.0,0.007560733212782424
2025-03-12,-0.0010997193104151,0.0208414427317474,1,5.92022815450443e-06,0.9999940797718123,0.9999940797718123,0.5000029601140938,-0.0024063721326399567
2025-03-13,0.0065806754397456,0.0203017080543131,1,1.5896539520783137e-05,0.9999841034604513,0.9999841034604513,0.5000079482697743,-0.0020663841823157767
2025-03-14,0.0288235481992801,0.0210514633919034,1,1.6076080093593228e-06,0.9999983923919861,0.9999983923919861,1.0,0.003752447503294524
2025-03-17,0.0233576510423016,0.0209495769485869,1,3.053655150999033e-06,0.9999969463448236,0.9999969463448236,1.0,0.013854146598692923
2025-03-18,-0.0015576090732998,0.0209862417961742,1,4.346376429589555e-06,0.9999956536236236,0.9999956536236236,1.0,0.011220909259522484
2025-03-19,-0.0041655585078042,0.0209120697484263,1,4.179499738424485e-06,0.999995820500297,0.999995820500297,1.0,0.010607741420044664
2025-03-20,-0.0291180320372856,0.0218887020807491,1,2.7020368682220328e-08,0.9999999729795949,0.9999999729795949,1.0,0.0034679999246384234
2025-03-21,-0.0181600592458894,0.0221392764933799,1,1.1393936582697992e-07,0.9999998860606703,0.9999998860606703,0.5000000569696649,-0.005928721564395476
2025-03-24,0.0030041008545052,0.0206063741969614,1,9.37217710855068e-06,0.9999906278228896,0.9999906278228896,0.5000046860885552,-0.009999431601954756
2025-03-25,-0.0101411764166511,0.0207028545406764,1,4.348199333849336e-06,0.9999956518006631,0.9999956518006631,0.5000021740996685,-0.011716145070625015
2025-03-26,-0.0008268293206547,0.0196075194881225,1,4.402822604369656e-05,0.9999559717739198,0.9999559717739198,0.50002201411304,-0.011048399233195115
2025-03-27,0.0112407557618947,0.019603030805405,1,6.206315022267457e-05,0.9999379368497613,0.9999379368497613,0.5000310315751193,-0.0029766416733590564
2025-03-28,-0.023167030129887,0.0196132042100931,1,0.00010590224879018182,0.9998940977512613,0.9998940977512613,0.5000529511243694,-0.003978035850158576
2025-03-31,0.0,0.0189538643704589,1,0.006068070268902541,0.9939319297311389,0.9939319297311389,0.5030340351344306,-0.004578856021059617
2025-04-01,-0.0022346766125166,0.0187072240371463,1,0.022743556283695718,0.9772564437162491,0.9772564437162491,0.5113717781418754,-0.0029975560602327166
2025-04-02,-0.0061711801945322,0.0149966474688104,1,0.0604755640181077,0.9395244359819447,0.9395244359819447,0.5302377820090276,-0.004066426235008217
2025-04-03,-0.0090446560513779,0.0149969143728959,1,0.05809610409279569,0.9419038959072454,0.9419038959072454,0.5290480520463773,-0.008123508597662737
2025-04-04,-0.0730165334989818,0.0217488286627272,1,6.5756826046420354e-12,0.9999999999934062,0.9999999999934062,0.5000000000032969,-0.018093409271481696
2025-04-07,-0.0874002133330664,0.0280759253878854,1,2.1297427369609053e-24,1.0,1.0,0.5,-0.03557345193809498
2025-04-08,-0.0137609250957162,0.0276623357857378,1,5.05465223195836e-13,0.9999999999995453,0.9999999999995453,0.5000000000002274,-0.0378787016347349
2025-04-09,0.0682491074172718,0.032758841442877,1,2.9507539062832526e-22,1.0,1.0,0.5,-0.022994644112374098
2025-04-10,-0.00379513714639,0.0326163751855872,1,2.5473753345575953e-19,1.0,1.0,0.5,-0.021944740331376517
2025-04-11,0.0427971890492142,0.033568796935606,1,3.848155846317711e-21,1.0,1.0,1.0,0.0012180041782626828
2025-04-14,0.0129695885765977,0.0331571583216474,1,1.038938774922906e-19,1.0,1.0,1.0,0.021291964560195505
2025-04-15,-0.005710019762033,0.0331328609708868,1,3.184099841328503e-20,1.0,1.0,1.0,0.022902145626932144
2025-04-16,-0.0231716962569207,0.0333066363340213,1,9.344986265330849e-22,1.0,1.0,1.0,0.004617984892093643
2025-04-17,-0.0006170439207916,0.0329804442013894,1,9.417216573305506e-20,1.0,1.0,1.0,0.005253603537213323
2025-04-21,0.0009255437445662,0.0329149996984191,1,1.361277850116507e-19,1.0,1.0,0.5,-0.003120725523716277
2025-04-22,0.0312666368172371,0.0339131799233314,1,3.911178245070218e-21,1.0,1.0,1.0,0.0005386841244116022
2025-04-23,0.0109974494306442,0.0340598369650394,1,3.602370114198195e-21,1.0,1.0,1.0,0.0038801779629470427
2025-04-24,0.0082425264431708,0.0341578624482317,1,2.2347367158255666e-21,1.0,1.0,1.0,0.010163022502965342
2025-04-25,-0.0038185179741939,0.0339913725602109,1,1.6161251431527345e-21,1.0,1.0,1.0,0.009522727692284882
2025-04-28,0.0005883611206663,0.0336935933774953,1,7.648690961406024e-21,1.0,1.0,1.0,0.009455291167504902
2025-04-29,-0.0058997098770416,0.0336951337729535,1,3.878545804836536e-21,1.0,1.0,1.0,0.002022021828649163
2025-04-30,0.001773662918425,0.0337114051890788,1,7.899773976314905e-21,1.0,1.0,1.0,0.00017726452620532283
2025-05-01,-0.0020695409188723,0.0337018424074213,1,5.784508641657904e-21,1.0,1.0,0.5,-0.0018851489462032973
2025-05-02,0.0326084200260854,0.0345539597177782,1,3.2857059065514987e-22,1.0,1.0,1.0,0.005400238653852562
2025-05-05,-0.0011464804427741,0.0300532166508693,1,1.797212399608567e-15,1.0,1.0,1.0,0.005053270341164482
2025-05-06,0.0114059707777293,0.0212021834600376,1,7.535676502394758e-06,0.9999924643235262,0.9999924643235262,1.0,0.008514406472118662
2025-05-07,-0.0229434267310128,0.0217915318035048,1,0.00027337316463972247,0.9997266268353118,0.9997266268353118,1.0,0.003570988542231103
2025-05-08,0.0152586936991197,0.0166479777900425,0,0.6887947831951033,0.3112052168048947,0.3112052168048947,1.0,0.007036635465829502
2025-05-09,-0.0048689218404012,0.0166794790593684,0,0.8796745438671345,0.12032545613286295,0.12032545613286295,0.9398372719335686,-0.0004588329074678165
2025-05-12,0.0341503620382754,0.015731384652224,0,0.9320420094149163,0.06795799058511093,0.06795799058511093,1.0,0.006600535588742083
2025-05-13,-0.0083589046109811,0.0158492919584467,0,0.9888326306522855,0.0111673693477382,0.0111673693477382,1.0,0.002647560511000004
2025-05-14,0.0158225979196849,0.015926849424426,0,0.9981225015361762,0.0018774984638325997,0.0018774984638325997,1.0,0.010400765441139543
2025-05-15,-0.0155428610062143,0.0153084054978648,0,0.999610323536671,0.0003896764633817819,0.0003896764633817819,1.0,0.004240454500072743
2025-05-16,-0.0030816378406909,0.0153648742580987,0,0.9999437265688371,5.627343113817951e-05,5.627343113817951e-05,1.0,0.004597911300014803
2025-05-19,0.0061538083569967,0.0153405605125264,0,0.9999761040367502,2.3895963237351102e-05,2.3895963237351102e-05,0.9999880520183813,-0.0010013994362409375
2025-05-20,0.0110926054841955,0.0141407279326006,0,0.999987546846803,1.2453153218670708e-05,1.2453153218670708e-05,1.0,0.0028889025827943822
2025-05-21,-0.0046992254250061,0.0141685503538412,0,0.9999879235875159,1.2076412497892771e-05,1.2076412497892771e-05,0.999993961793751,-0.0012154620861438174
2025-05-22,-0.0050001519023347,0.0142314327377977,0,0.9999874596623661,1.2540337641578496e-05,1.2540337641578496e-05,1.0,0.0008930797346321028
2025-05-23,0.0016696417435774,0.0141544443243974,0,0.9999894814003036,1.0518599750588507e-05,1.0518599750588507e-05,1.0,0.0018433356514857627
2025-05-27,-0.0103397723269538,0.014453931681989,0,0.9999798848105644,2.0115189406261738e-05,2.0115189406261738e-05,0.9999899424052969,-0.0014553804853043371
2025-05-28,-0.0101637932755148,0.0146118231147462,0,0.9999775965914601,2.2403408516605362e-05,2.2403408516605362e-05,0.9999887982957417,-0.005706660237246397
2025-05-29,0.0107254979778053,0.0147383098837646,0,0.999979841124662,2.0158875281358395e-05,2.0158875281358395e-05,0.9999899205623592,-0.0026217155566841165
2025-05-30,-0.0175592452924381,0.0153857010353716,0,0.9999262047673233,7.37952326835755e-05,7.37952326835755e-05,0.9999631023836582,-0.005133534234704797
2025-06-02,0.0099503098348204,0.0137408815178543,0,0.9999883308292834,1.1669170752087962e-05,1.1669170752087962e-05,0.9999941654146239,-0.003477400616456197
2025-06-03,0.0098523853751294,0.0138855374349601,0,0.9999895856797146,1.0414320260785464e-05,1.0414320260785464e-05,1.0,0.0005610309239604431
2025-06-04,0.0185934868473088,0.0142523969305961,0,0.9999803951728163,1.9604827227511037e-05,1.9604827227511037e-05,1.0,0.006312486948525163
