,raw_returns,scaled_returns
0,0.001854149476125213,0.0025907362080374702
1,-0.004825586676501874,-0.0030686119894285826
2,-0.0013486033531254465,9.47087764103515e-05
3,-0.00025057620113436017,0.0009649824381584439
4,-0.015441852926281894,-0.00592886531819578
5,0.003112791441376386,0.001411963475034817
6,-0.009815492668732474,-0.0023374370645505528
7,-0.003546613582162607,-0.0015938292399993962
8,0.00544786563585076,0.002520970775311042
9,-0.0008780249798282601,0.00047860134011204567
10,0.010520963865141814,0.003075152537426716
11,-0.0017908319105592867,-0.0015418643066694212
12,0.008868784345979413,0.0037497351849785357
13,-0.0031723886363262933,-0.0017647300582113515
14,0.004918250041781053,0.002330039964929179
15,-0.0014543696135598263,-0.0010621227135339275
16,0.006620133802901913,0.001282127408863032
17,-0.023065187835324574,-0.009702754121599115
18,-0.00469762845867966,-0.0008680431255207969
19,-1.2577163186413177e-05,-0.001248741469087669
20,0.010914743665819987,0.005889504413413553
21,-0.007640193099118767,-0.002654236770249894
22,-0.0018753627533656604,0.00023492284476195997
23,0.00260561420583674,0.0021043769023974786
24,0.012091639535763726,0.005216453435139482
25,0.0011827573066511665,0.0003184962922158845
26,0.0028242435594871274,-0.0006314050081608566
27,0.004397602381035907,0.003483403276156269
28,0.0027320382401737533,0.0010062543641197407
29,-0.0035386113862005803,-0.000984481047762989
30,0.00041721749028581325,0.0011878113645728246
31,0.0039560201330799735,0.00425429078627767
32,-0.002478591884225054,-0.0011690887086146116
33,-0.00731125467212544,-0.0032296649220056547
34,0.006129190087025948,0.0031376193207186586
35,0.0009346794434629734,-0.002488866443660224
36,0.006008274825201512,0.0025172743777487636
37,-0.0010345240092756135,0.0009771982339092224
38,0.006891073023581394,0.004788139792106111
39,0.003693288491684847,0.0005133442236013564
40,-0.0004715769887213602,0.00148235178424663
41,-0.0034945378549493806,-0.0001781125224491263
42,-0.008645565814511012,-0.0013265678289708835
43,0.007015023123135355,0.0030260786103573035
44,0.0012895229206425268,0.0015226305921820457
45,-0.008099640728318806,-0.004470329394235144
46,-0.0057556390976077395,-0.001580251845465497
47,0.006755806210528348,0.002215817815080478
48,0.0054231073916164545,0.0015228373053912138
49,-0.004319176186650134,-0.0017422678645484604
50,0.0002759913894731199,-0.001322939096484508
51,0.0007639764894037532,0.0019038731044802456
52,0.011608823222886585,0.005356599279392734
53,0.002134996244125227,-0.0002813877523119568
54,7.456030617776708e-05,0.00130011449118245
55,-0.0003941147788700332,0.0004194284394886231
56,-0.0020552098438494535,-0.0014427384594522482
57,0.001714359581037474,-0.00029618187543597004
58,-0.002948912696038267,-0.001727689153161651
