Date,EWU_ret,EWU_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2024-10-25,-0.0071703923629437,0.0060957861801883,0,0.9999999999797637,2.0271864721948887e-11,2.0271864721948887e-11,0.9999999999898641,-0.004812914709721459
2024-10-28,0.009914713984556,0.0065391896086763,0,0.9999999999937472,6.299399147274684e-12,6.299399147274684e-12,0.9999999999968503,-0.000929599815932159
2024-10-29,-0.0085317375259877,0.0067392972742081,0,0.9999999999396323,6.040090473424975e-11,6.040090473424975e-11,0.9999999999697995,-0.0020896316774357392
2024-10-30,-0.0086051548981203,0.0069181451538738,0,0.9999999999211013,7.885086225053207e-11,7.885086225053207e-11,0.9999999999605746,-0.0019420231772983593
2024-10-31,-0.0089612691657571,0.0067853583214193,0,0.9999999999279225,7.206738894504213e-11,7.206738894504213e-11,0.9999999999639664,-0.0046707679936505596
2024-11-01,0.0056101685121978,0.0068752735131047,0,0.999999999990564,9.452563848730878e-12,9.452563848730878e-12,0.9999999999952738,-0.0021146558186222594
2024-11-04,0.0016768974981437,0.0068631966787204,0,0.9999999999882903,1.1703675748473331e-11,1.1703675748473331e-11,0.9999999999941482,-0.0037622191159047197
2024-11-05,0.0061246775466771,0.0067883074945814,0,0.9999999999917009,8.27529714500656e-12,8.27529714500656e-12,0.9999999999958624,-0.0008309361013717594
2024-11-06,-0.0106025546083911,0.0070114362217248,0,0.9999999998417479,1.5825301413793647e-10,1.5825301413793647e-10,0.9999999999208735,-0.0012304160434259193
2024-11-07,0.0081015933238806,0.0073231492879604,0,0.9999999999813554,1.8695344838122107e-11,1.8695344838122107e-11,1.0,0.0021821564545016206
2024-11-08,-0.0171184129336478,0.0081733212366374,0,0.9999999875807363,1.2419286991307527e-08,1.2419286991307527e-08,0.9999999937903565,-0.0023635598346674995
2024-11-11,-0.001132697130276,0.0079107161093313,0,0.9999999999048441,9.514509678240668e-11,9.514509678240668e-11,0.9999999999524274,-0.0029254787603514394
2024-11-12,-0.0188794300302504,0.0086682999266528,0,0.9999999218790693,7.812094955854254e-08,7.812094955854254e-08,0.9999999609395251,-0.00792630027573694
2024-11-13,-0.0008667259148135,0.0083018489818355,0,0.9999999997933173,2.0671173059546567e-10,2.0671173059546567e-10,0.9999999998966441,-0.005979134537021419
2024-11-14,-0.001156608986443,0.0082328920402321,0,0.9999999998149178,1.8508685980594196e-10,1.8508685980594196e-10,0.9999999999074566,-0.00783077499908614
2024-11-15,-0.0020274370868768,0.0080850316044917,0,0.9999999998461817,1.5384953512980636e-10,1.5384953512980636e-10,0.9999999999230753,-0.0048125798297319385
2024-11-18,0.0103834854262016,0.0085223410133286,0,0.9999999997786517,2.2132840363384251e-10,2.2132840363384251e-10,0.9999999998893359,-0.002509343318436419
2024-11-19,-0.00287353559189,0.0085225753908494,0,0.9999999995432063,4.5677686643344526e-10,4.5677686643344526e-10,1.0,0.0006918355692356608
2024-11-20,0.0,0.0083849227677376,0,0.9999999997774012,2.225978560361015e-10,2.225978560361015e-10,1.0,0.0008651807521983608
2024-11-21,0.0057390694476859,0.0084329090335721,0,0.9999999998337898,1.6623672193777513e-10,1.6623672193777513e-10,1.0,0.0022443164390241405
2024-11-22,0.0062747970059966,0.008535900837043,0,0.9999999997914983,2.0850343726497432e-10,2.0850343726497432e-10,1.0,0.0039047632575988206
2024-11-25,0.0048221427595318,0.0082535825581709,0,0.9999999998851763,1.1486525864135051e-10,1.1486525864135051e-10,1.0,0.0027924947242648607
2024-11-26,-0.0045377952910003,0.0081243753843482,0,0.9999999997421583,2.578782043567317e-10,2.578782043567317e-10,1.0,0.002459642784442801
2024-11-27,0.0110249038540043,0.0083897103828193,0,0.9999999998298108,1.702357096321164e-10,1.702357096321164e-10,1.0,0.0046646235552436615
2024-11-29,0.0064451839190137,0.0082706365273237,0,0.99999999988529,1.1474453012192689e-10,1.1474453012192689e-10,1.0,0.004805846449509221
2024-12-02,-0.0016772530420368,0.0081868181158941,0,0.9999999998193516,1.8063884082750126e-10,1.8063884082750126e-10,1.0,0.0032154364399025414
2024-12-03,0.0039094867708555,0.0082262133986616,0,0.9999999998872227,1.1280076060679813e-10,1.1280076060679813e-10,1.0,0.0030329052421672813
2024-12-04,0.0,0.0081031182228368,0,0.9999999998785825,1.2142042196760133e-10,1.2142042196760133e-10,1.0,0.0039404643003673415
2024-12-05,0.0069434921567468,0.0078648938290733,0,0.9999999999505462,4.9490479598357155e-11,4.9490479598357155e-11,1.0,0.003124181960915841
2024-12-06,-0.0063861267985904,0.0078112701808296,0,0.9999999997965006,2.0353069298845165e-10,2.0353069298845165e-10,1.0,0.0005579198173950211
2024-12-09,0.0047240938065603,0.0067557274717129,0,0.9999999999918145,8.241001371541612e-12,8.241001371541612e-12,1.0,0.0018381891871144412
2024-12-10,-0.0089112461010814,0.0071021991487742,0,0.9999999998876774,1.1232364275916124e-10,1.1232364275916124e-10,0.9999999999438383,-0.000725957387272939
2024-12-11,0.0061350377745173,0.0055055382412608,0,0.99999999999784,2.1883594314159794e-12,2.1883594314159794e-12,1.0,0.0005010501676305211
2024-12-12,-0.0106204469561262,0.0061568274816973,0,0.9999999999453166,5.473434404218437e-11,5.473434404218437e-11,0.9999999999726328,-0.003011737654944079
2024-12-13,-0.002250557008198,0.006185626623955,0,0.9999999999917009,8.3111464829696e-12,8.3111464829696e-12,0.9999999999958444,-0.002184623696865599
2024-12-16,-0.002255404765638,0.0061923955725921,0,0.9999999999915872,8.376758267641655e-12,8.376758267641655e-12,0.9999999999958116,-0.0035805234113052585
2024-12-17,-0.0027123462425888,0.0058703013385324,0,0.9999999999934062,6.61866964808221e-12,6.61866964808221e-12,0.9999999999966906,-0.002340743439606739
2024-12-18,-0.0224990273686418,0.0078153349973669,0,0.9999999311426132,6.885742864494995e-08,6.885742864494995e-08,0.9999999655712857,-0.008067556468238559
2024-12-19,-0.0050363212066173,0.0078862601552145,0,0.9999999998237854,1.762288321363374e-10,1.762288321363374e-10,0.9999999999118856,-0.00695073131833678
2024-12-20,0.0005937849973019,0.00775333134506,0,0.9999999999432703,5.674402459349835e-11,5.674402459349835e-11,0.999999999971628,-0.006381862917236798
2024-12-23,0.0047379812924444,0.00768684828863,0,0.9999999999631655,3.6873217577298326e-11,3.6873217577298326e-11,0.9999999999815634,-0.004983185705620319
2024-12-24,0.0064782712626984,0.0077600511052739,0,0.9999999999594138,4.0541530651302777e-11,4.0541530651302777e-11,0.9999999999797292,-0.003145062204562879
2024-12-26,0.000880094417824,0.0077169537351565,0,0.9999999999486135,5.140532449064895e-11,5.140532449064895e-11,1.0,0.0015307621527302806
2024-12-27,-0.0041139840585277,0.0072530686216043,0,0.9999999999524789,4.752567307735802e-11,4.752567307735802e-11,1.0,0.0017152295823482002
2024-12-30,-0.0032443816219949,0.0070300266381752,0,0.9999999999713509,2.869243729644807e-11,2.869243729644807e-11,1.0,0.0009475962584888406
2024-12-31,0.0014760345652529,0.007067364545335,0,0.9999999999838565,1.6094544537222868e-11,1.6094544537222868e-11,1.0,0.0002952069130505406
2025-01-02,-0.002362631807046,0.006947814183047,0,0.9999999999780584,2.1940357195162234e-11,2.1940357195162234e-11,0.9999999999890299,-0.0014729737008983394
2025-01-03,0.0044254969337126,0.0070814081185888,0,0.999999999986585,1.337532587301315e-11,1.337532587301315e-11,0.9999999999933123,-0.0007638931977206195
2025-01-06,0.0046989027823954,0.006953851549152,0,0.9999999999890861,1.0915984129781634e-11,1.0915984129781634e-11,1.0,0.0009986841704640007
2025-01-07,0.0008785479052343,0.0068918129532399,0,0.9999999999868123,1.3185333743705331e-11,1.3185333743705331e-11,1.0,0.0018232700759098406
2025-01-08,-0.0055774506876297,0.0067903860548593,0,0.999999999968054,3.200186151514608e-11,3.200186151514608e-11,1.0,0.0004125730253333208
2025-01-10,-0.0142308939712322,0.0071703895061142,0,0.9999999993380015,6.619571482415312e-10,6.619571482415312e-10,0.9999999996690214,-0.001961079407503919
2025-01-13,-0.0029904721674164,0.0068951416403114,0,0.99999999997749,2.2553602938852167e-11,2.2553602938852167e-11,0.9999999999887232,-0.0034442732277297195
2025-01-14,-0.0005992404292976,0.0066479094000913,0,0.999999999988745,1.1253365133507066e-11,1.1253365133507066e-11,0.9999999999943734,-0.004503901870068319
2025-01-15,0.0157577414412797,0.0077643873191883,0,0.9999999999231477,7.680073700529804e-11,7.680073700529804e-11,0.9999999999615996,-0.001528063162859239
2025-01-16,0.0111470407590475,0.008240001508287,0,0.9999999998765361,1.2342620259011494e-10,1.2342620259011494e-10,1.0,0.001816835126476201
2025-01-17,0.0029129448092511,0.008260611008174,0,0.9999999998709654,1.290622025914026e-10,1.290622025914026e-10,1.0,0.0052456028825728605
2025-01-21,0.0230027017576689,0.0080989032362713,0,0.9999999993268602,6.731576425061388e-10,6.731576425061388e-10,1.0,0.01044423766758992
2025-01-22,-0.0079908346053137,0.0082582605998531,0,0.9999999992602397,7.397527643232198e-10,7.397527643232198e-10,1.0,0.008965918832386701
2025-01-23,0.0074220928546347,0.0083467054793897,0,0.999999999864599,1.3538720549717134e-10,1.3538720549717134e-10,1.0,0.007298789115057701
2025-01-24,0.0002844677203331,0.0083330135113333,0,0.9999999998079829,1.920334983421942e-10,1.920334983421942e-10,1.0,0.0051262745073148205
2025-01-27,0.0068008197653692,0.0083426211550104,0,0.9999999998659632,1.340443147985103e-10,1.340443147985103e-10,1.0,0.005903849498538441
2025-01-28,-0.0022617673576344,0.0083928385720652,0,0.9999999996913402,3.087038020555741e-10,3.087038020555741e-10,1.0,0.0008509556754777804
2025-01-29,-0.0016997170912496,0.0083207818403316,0,0.9999999997581881,2.418509042846022e-10,2.418509042846022e-10,1.0,0.0021091791782906007
2025-01-30,0.0146358172137823,0.0086920816160357,0,0.9999999995103508,4.895968033135436e-10,4.895968033135436e-10,1.0,0.0035519240501201204
2025-01-31,-0.0050421386371767,0.0088642957605088,0,0.9999999984619308,1.538072973778986e-09,1.538072973778986e-09,1.0,0.002486602778618161
2025-02-03,-0.0093103229079479,0.0091932932927181,0,0.9999999901604042,9.839562434555742e-09,9.839562434555742e-09,0.9999999950802188,-0.0007356257560452593
2025-02-04,0.0073427784917391,0.0092548494094791,0,0.9999999987380761,1.2618837163814939e-09,1.2618837163814939e-09,1.0,0.0011852834138294406
2025-02-05,0.0139705722811131,0.0096089354732882,0,0.9999999948556706,5.144347909304673e-09,5.144347909304673e-09,1.0,0.004319341288301981
2025-02-06,0.00055474833515,0.0096124782124747,0,0.999999995184794,4.815166248279451e-09,4.815166248279451e-09,1.0,0.0015031275125755206
2025-02-07,-0.0047255310422902,0.0095756546104522,0,0.9999999903739081,9.626049636351341e-09,9.626049636351341e-09,1.0,0.0015664490315528204
2025-02-10,0.0077713775151155,0.0087505511591526,0,0.9999999996526867,3.4727971989202476e-10,3.4727971989202476e-10,1.0,0.0049827891161655005
2025-02-11,0.007985632448275,0.0086425416334318,0,0.9999999997312443,2.6871643106209665e-10,2.6871643106209665e-10,1.0,0.0051113599074726805
2025-02-12,0.0030125897170202,0.0085700579457919,0,0.9999999997430677,2.5688990119382423e-10,2.5688990119382423e-10,1.0,0.0029197633946541008
2025-02-13,0.0021851599638958,0.0081660891727097,0,0.9999999998885869,1.1138597579037185e-10,1.1138597579037185e-10,1.0,0.0032458457204032607
2025-02-14,-0.0027322782752968,0.0081073352081897,0,0.99999999981992,1.80111054927545e-10,1.80111054927545e-10,1.0,0.003644496273801941
2025-02-18,0.0081744325868624,0.0081823447432218,0,0.9999999999043894,9.566362811734102e-11,9.566362811734102e-11,1.0,0.0037251072881513206
2025-02-19,-0.0057151330806344,0.0070098177910663,0,0.99999999995498,4.505331406956525e-11,4.505331406956525e-11,1.0,0.0009849541823694406
2025-02-20,-0.002459299506228,0.0066955815536164,0,0.9999999999843112,1.5706871891666363e-11,1.5706871891666363e-11,0.9999999999921465,-0.00010942366228019942
2025-02-21,-0.0052118987926125,0.0067832720532042,0,0.9999999999706688,2.934576842794827e-11,2.934576842794827e-11,0.9999999999853271,-0.0015888354135818593
2025-02-24,0.0008246877944325,0.006778504788224,0,0.9999999999886313,1.131783778015232e-11,1.131783778015232e-11,0.9999999999943411,-0.0008774421996359993
2025-02-25,0.0090277167093448,0.0068840821183939,0,0.9999999999903366,9.672036866559799e-12,9.672036866559799e-12,0.999999999995164,-0.0007067853751395195
2025-02-26,0.0008166058320681,0.0068222377966844,0,0.9999999999879492,1.2031920181523536e-11,1.2031920181523536e-11,1.0,0.0005995624074009809
2025-02-27,-0.0013614885447128,0.006813074577776,0,0.9999999999844249,1.557927956128268e-11,1.557927956128268e-11,1.0,0.0008191245997040207
2025-02-28,0.0092215829685001,0.0063776947532641,0,0.9999999999949978,5.04041156759904e-12,5.04041156759904e-12,1.0,0.003705820951926541
2025-03-03,0.0102069821234735,0.0064384022109257,0,0.9999999999943157,5.6473309916578675e-12,5.6473309916578675e-12,1.0,0.005582279817734741
2025-03-04,0.0034680396297942,0.0058103109881846,0,0.9999999999969305,3.0887350455534502e-12,3.0887350455534502e-12,1.0,0.0044703444018246215
2025-03-05,0.0098052815646421,0.0059294227004948,0,0.9999999999968168,3.2279777838635505e-12,3.2279777838635505e-12,1.0,0.006268079548339421
2025-03-06,-0.0178267148073755,0.0070568139202885,0,0.9999999977491143,2.2508530579225536e-09,2.2508530579225536e-09,1.0,0.0029750342958068804
2025-03-07,0.0154505285105284,0.0076924471629092,0,0.9999999999355396,6.44233367406623e-11,6.44233367406623e-11,1.0,0.004220823404212541
2025-03-10,-0.020834192897023,0.009177344962286,0,0.9999993315155923,6.684843927105953e-07,6.684843927105953e-07,0.9999996657578036,-0.001987411599886759
2025-03-11,-0.0024321587785515,0.0090989359796627,0,0.9999999982456984,1.7542481051609515e-09,1.7542481051609515e-09,0.999999999122876,-0.003167451281555899
2025-03-12,0.0043198041357076,0.0089887677476302,0,0.9999999993359552,6.640200016825024e-10,6.640200016825024e-10,0.99999999966799,-0.004264546767342799
2025-03-13,0.0002693424501371,0.0089757069751894,0,0.9999999991172217,8.827755608002464e-10,8.827755608002464e-10,0.9999999995586122,-0.0006453353158402785
2025-03-14,0.0154999726580931,0.0095616517361999,0,0.9999999945162017,5.483824116016823e-09,5.483824116016823e-09,0.999999997258088,-0.0006354464863273391
2025-03-17,0.0068712375059206,0.00958297370385,0,0.9999999968533757,3.1466140008388792e-09,3.1466140008388792e-09,1.0,0.004905639594261381
2025-03-18,-0.0005269400434171,0.0094803689296805,0,0.9999999962527681,3.747245186686452e-09,3.747245186686452e-09,1.0,0.005286683341288261
2025-03-19,0.0010533936706403,0.0093299682285541,0,0.9999999979311269,2.068823581085716e-09,2.068823581085716e-09,1.0,0.0046334012482748006
2025-03-20,-0.0028996116391899,0.009341083263619,0,0.9999999964051085,3.594865491459859e-09,3.594865491459859e-09,1.0,0.0039996104304094015
2025-03-21,-0.0092827778696257,0.0095437733147168,0,0.9999999744833307,2.551661929443436e-08,2.551661929443436e-08,0.9999999872416904,-0.0009569396751343589
2025-03-24,0.0,0.0095490047699254,0,0.9999999957291266,4.270862002945183e-09,4.270862002945183e-09,0.9999999978645691,-0.002331187176318479
2025-03-25,0.0029267192946655,0.0093934769159035,0,0.9999999978914502,2.10859327906311e-09,2.10859327906311e-09,0.9999999989457034,-0.0016404553087019588
2025-03-26,-0.0034598388992574,0.0094520460762093,0,0.9999999946284106,5.371584552680695e-09,5.371584552680695e-09,0.9999999973142077,-0.002543101822681499
2025-03-27,0.0039910123085592,0.009456738812085,0,0.999999997636337,2.3636349199663735e-09,2.3636349199663735e-09,0.9999999988181825,-0.001164977033131679
2025-03-28,-0.0018604481904298,0.0092908189562931,0,0.999999997335749,2.664199266725603e-09,2.664199266725603e-09,1.0,0.000319488902707501
2025-03-31,-0.0031973390416956,0.0090521332079933,0,0.9999999982462668,1.7537231547635278e-09,1.7537231547635278e-09,0.9999999991231384,-0.00031997890563161896
2025-04-01,-0.0008011201278017,0.0090179775711691,0,0.999999998880071,1.119906472599116e-09,1.119906472599116e-09,0.9999999994400468,-0.001065546790125059
2025-04-02,0.0045304444394774,0.0087857453230171,0,0.9999999995928874,4.071387173270311e-10,4.071387173270311e-10,1.0,0.0005325098776219012
2025-04-03,-0.0088130357279737,0.0080453048139771,0,0.9999959474490914,4.052550927622291e-06,4.052550927622291e-06,0.9999979737245361,-0.002028299729684679
2025-04-04,-0.0740254045901461,0.0178852467334187,1,6.112797567430662e-38,1.0,1.0,0.5,-0.01646129100962794
2025-04-07,-0.0391744782953465,0.0191927779442558,1,3.9594913466154675e-30,1.0,1.0,0.5,-0.023656718860358122
2025-04-08,-0.0030084656464713,0.0191885979183676,1,6.28212555938214e-23,1.0,1.0,0.5,-0.024098187964092042
2025-04-09,0.0562373655380967,0.0235792288894521,1,2.083028014936327e-49,1.0,1.0,0.5,-0.013756803744368185
2025-04-10,-0.0126113070226554,0.0236672003642062,1,8.860083968453147e-42,1.0,1.0,0.5,-0.014516458003304523
2025-04-11,0.0256279402310845,0.0241959460693049,1,2.1137239538619066e-44,1.0,1.0,1.0,0.005414210960941598
2025-04-14,0.0161743989343186,0.0244818447137799,1,1.0675535258592908e-44,1.0,1.0,1.0,0.016483986406874616
2025-04-15,0.0137364428900982,0.0247473068150717,1,8.550591432625078e-46,1.0,1.0,1.0,0.01983296811418852
2025-04-16,-0.0027322782752968,0.0247392703573326,1,8.76822193091612e-46,1.0,1.0,1.0,0.00803903935150982
2025-04-17,0.0114256942883447,0.0249165259212438,1,1.7214820661058455e-46,1.0,1.0,1.0,0.01284643961370984
2025-04-21,-0.0040656506628751,0.0248548595904349,1,2.0037441903265378e-46,1.0,1.0,1.0,0.00690772143491792
2025-04-22,0.0204308526498586,0.0253118312367004,1,4.385406998219892e-49,1.0,1.0,1.0,0.00775901217802592
2025-04-23,-0.0007986685550402,0.0253033818286534,1,2.1015061472733457e-48,1.0,1.0,1.0,0.004851989888998241
2025-04-24,0.0090137768463399,0.0253703574226575,1,1.2779469617009067e-48,1.0,1.0,1.0,0.00720120091332558
2025-04-25,0.0013187569763601,0.0253580602096806,1,1.3742093964416785e-48,1.0,1.0,1.0,0.00517981345092866
2025-04-28,0.0065677196418829,0.0253890485735003,1,1.1276264787428243e-48,1.0,1.0,1.0,0.007306487511880261
2025-04-29,0.0041808612818637,0.0253816374137548,1,1.2114736877851766e-48,1.0,1.0,1.0,0.00405648923828128
2025-04-30,-0.0065402284359703,0.0254373652243202,1,1.8754017707689093e-49,1.0,1.0,1.0,0.00290817726209526
2025-05-01,-0.0057909439803638,0.0254639594104395,1,1.6094392700424604e-49,1.0,1.0,0.5,-5.276690324548007e-05
2025-05-02,0.0188289040525903,0.0256891665615444,1,8.612042088406517e-51,1.0,1.0,1.0,0.0034492625120005603
2025-05-05,0.0010356644481378,0.0185204851239289,1,1.9092920813748624e-20,1.0,1.0,1.0,0.00234285147325154
2025-05-06,-0.0018131172866058,0.0153992050275088,1,2.3888311873310422e-11,0.9999999999761258,0.9999999999761258,1.0,0.00114405575955764
2025-05-07,-0.003636333163439,0.0154220799656214,1,1.0805839480312396e-07,0.9999998919415761,0.9999998919415761,1.0,0.0017248348140639005
2025-05-08,-0.0083617586704445,0.0106735123138767,0,0.9952376411882836,0.004762358811666169,0.004762358811666169,1.0,0.00121067187604776
2025-05-09,0.0047120506850113,0.0099225192844443,0,0.9999996959366406,3.040634071949565e-07,3.040634071949565e-07,0.9999998479682963,-0.00161269879746804
2025-05-12,-0.001306694622831,0.0087262841046474,0,0.9999999994181508,5.818791065300164e-10,5.818791065300164e-10,0.9999999997090605,-0.0020811706116618
2025-05-13,0.0046960693192592,0.0082198298490476,0,0.9999999998926796,1.0732852867253056e-10,1.0732852867253056e-10,0.9999999999463358,-0.0007793332904888003
2025-05-14,-0.0044345107722553,0.0079765295143547,0,0.9999999998130988,1.8692374279157316e-10,1.8692374279157316e-10,0.9999999999065381,-0.0009389688122520602
2025-05-15,0.0142766685767873,0.0083290507273418,0,0.9999999997978648,2.0218072803091634e-10,2.0218072803091634e-10,1.0,0.0035887166371943004
2025-05-16,0.0025740379091793,0.0080887486321118,0,0.999999999908141,9.191101906948702e-11,9.191101906948702e-11,1.0,0.0031611140820279
2025-05-19,0.0109933182608813,0.0081417794377539,0,0.9999999999009788,9.902087012824373e-11,9.902087012824373e-11,1.0,0.005621116658770359
2025-05-20,0.007093958049178,0.0071504353600913,0,0.9999999999860165,1.401070552445325e-11,1.401070552445325e-11,1.0,0.006100694404754119
2025-05-21,-0.004554663820508,0.0072931388872432,0,0.9999999999447482,5.520369870733653e-11,5.520369870733653e-11,1.0,0.00607666379510358
