Date,raw_returns,scaled_returns
2015-02-02,0.01818024834978938,0.014795694336137828
2015-02-03,0.02016468455502962,0.016009857688545466
2015-02-04,-6.347238625634003e-05,0.00028822045977636824
2015-02-05,0.010133946614299059,0.007931229344464068
2015-02-06,-0.008078991599416921,-0.008078991599416921
2015-02-09,0.00027525164806319996,0.00027525164806319996
2015-02-10,0.007607506696424819,0.007607519361304089
2015-02-11,-0.0034374005442569405,-0.003437347321521911
2015-02-12,0.0063335074388654,0.006333986718904552
2015-02-13,0.00244408630326886,0.002444076277172045
2015-02-17,-9.999107121579998e-05,0.0008615483950422445
2015-02-18,-0.003157396538718091,-0.0021865171124973333
2015-02-19,0.007403364566971558,0.00691658865462733
2015-02-20,0.024510925837070183,0.024510925837070183
2015-02-23,-0.008715503827439639,-0.00871546008634195
2015-02-24,0.00047658280243072,0.0004766506875751203
2015-02-25,-0.00928351080924018,-0.00928350557397311
2015-02-26,0.0011405960332076,0.0011405460130027322
2015-02-27,-0.011244573654016961,-0.008880315622530426
2015-03-02,0.00063086118764248,0.0006310105690637392
2015-03-03,-0.00908397645058704,-0.006162064627590287
2015-03-04,0.0042624555477471,0.004262429863776106
2015-03-05,0.0014376676193374803,0.0029265453078379717
2015-03-06,-0.018691219996298518,-0.018615820577778296
2015-03-09,-0.0007806027688120997,-0.0007817529551353206
2015-03-10,-0.00388792734450914,-0.0038857763781570713
2015-03-11,0.0005502240047360002,0.0005503173546138267
2015-03-12,-0.00021632545904422018,-0.00021641332722134831
2015-03-13,0.007966254425405158,0.007966301065626331
2015-03-16,0.01014508989419938,0.01014503143134408
2015-03-17,-0.007788092881759622,-0.007788092881759622
2015-03-18,0.00688972602194262,0.006889760599048185
2015-03-19,0.00176571072415658,0.0017657159518865678
2015-03-20,0.00220940207357534,0.00613146972092526
2015-03-23,-0.0036685098107558795,-0.0036684023188008814
2015-03-24,0.025424785813456717,0.02542483780701158
2015-03-25,-0.0384825109985251,-0.03847710950629441
2015-03-26,-0.00936246385676048,-0.00936233903330468
2015-03-27,-0.0014055897254303393,-0.0014055677873092843
2015-03-30,0.010762965015806739,0.010762190659399467
2015-03-31,-0.008604070143096299,-0.008603557817786111
2015-04-01,-0.0019221817325502399,-0.0019220878448224835
2015-04-02,0.00549026068204966,0.00549026068204966
2015-04-06,0.02111844975273388,0.02111844975273388
2015-04-07,0.0006762187043097797,0.0006762328034936487
2015-04-08,0.006979841075319559,0.006979841075319559
2015-04-09,0.00795074852099042,0.00795074852099042
2015-04-10,0.0028864651064339003,0.0028864651064339003
2015-04-13,-0.0046893679399520405,-0.004689346482428863
2015-04-14,-0.0026129097717268197,-0.002612932863634588
2015-04-15,0.00436916399423804,0.00436914466217545
2015-04-16,-0.00181709766824414,-0.0018170746551505843
2015-04-17,-0.00711877369985388,-0.007118567920888529
2015-04-20,-0.0030312600859466396,-0.0030310733711120625
2015-04-21,0.00619699958576872,0.00619682957686406
2015-04-22,0.013371993455422521,0.013371951236244514
2015-04-23,-0.001246124968699,-0.0012461135716582187
2015-04-24,-0.0015540532661879,-0.001554040506676982
2015-04-27,0.011820152346604978,0.011820152346604978
2015-04-28,8.701890955205996e-05,8.704241754306733e-05
