Date,VNQ_ret,VNQ_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2025-05-09,0.0066393300853707,0.0094733194741804,0,0.9999999998306066,1.6934391461953122e-10,1.6934391461953122e-10,0.9999999999153281,-0.00122993859478372
2025-05-12,0.0049228287158462,0.0092741312383009,0,0.9999999999325837,6.738907742581254e-11,6.738907742581254e-11,1.0,0.00020100129848332014
2025-05-13,-0.0128050014881898,0.0090408619816183,0,0.9999999975639184,2.436101026613586e-09,2.436101026613586e-09,0.9999999987819495,-0.0008123057574535599
2025-05-14,-0.0098835890190808,0.0094009971360253,0,0.9999999978462029,2.153743191989548e-09,2.153743191989548e-09,0.9999999989231284,-0.0030140601578708195
2025-05-15,0.0181021621331802,0.010120177001965,0,0.9999999998598241,1.402273664475786e-10,1.402273664475786e-10,1.0,0.0013951460854253004
2025-05-16,0.0123685287513299,0.0099694713491382,0,0.9999999998624389,1.3753085157966607e-10,1.3753085157966607e-10,1.0,0.0025409858186171406
2025-05-19,0.0002214483513364,0.0083948548419478,0,0.9999999999766942,2.3263209048862302e-11,2.3263209048862302e-11,1.0,0.00160070974571518
2025-05-20,-0.005885276605873,0.0076923292277937,0,0.9999999999762395,2.3764435805287337e-11,2.3764435805287337e-11,1.0,0.00298465472217854
2025-05-21,-0.0269783076379923,0.0100230223603027,0,0.9999975541094626,2.4458905513990235e-06,2.4458905513990235e-06,0.9999987770547243,-0.0004342890016037604
2025-05-22,-0.0045871144596749,0.0100476944618448,0,0.9999999977241032,2.2759439436105678e-09,2.2759439436105678e-09,0.9999999988620281,-0.00497214432017478
2025-05-23,0.0010338061824223,0.0100430528345845,0,0.9999999992794528,7.20506619298213e-10,7.20506619298213e-10,0.9999999996397466,-0.0072390888339563
2025-05-27,0.0173026806669933,0.0106876716271675,0,0.9999999994050768,5.949171592377791e-10,5.949171592377791e-10,0.9999999997025415,-0.0038228423708249206
2025-05-28,-0.0010161520830731,0.0106333773670083,0,0.9999999960741661,3.9258625704396585e-09,3.9258625704396585e-09,0.9999999980370687,-0.00284901746626494
2025-05-29,0.0089969032518741,0.0107905462940365,0,0.9999999986530383,1.3469369893615662e-09,1.3469369893615662e-09,1.0,0.00434602471170834
2025-05-30,0.0,0.0107719290785485,0,0.9999999955294925,4.470544552152315e-09,4.470544552152315e-09,1.0,0.00526344760364332
2025-06-02,0.0013426031064314,0.0104116717280813,0,0.9999999984332817,1.566694797451975e-09,1.566694797451975e-09,1.0,0.005325206988445141
2025-06-03,-0.0020146252004174,0.010409499317381,0,0.9999999971184934,2.881519600727114e-09,2.881519600727114e-09,1.0,0.001461745814963
2025-06-04,0.0027969275583173,0.0102703757335669,0,0.9999999991050572,8.949619598350195e-10,8.949619598350195e-10,1.0,0.00222436174324108
2025-06-05,-0.0007823023578998,0.0102720158242192,0,0.9999999983259613,1.6740743910745904e-09,1.6740743910745904e-09,1.0,0.00026852062128630025
2025-06-06,0.0047961949373041,0.0102682584613043,0,0.9999999993416395,6.58357956087451e-10,6.58357956087451e-10,1.0,0.0012277596087471201
2025-06-09,0.0013343046433313,0.0101756364892645,0,0.9999999990794777,9.205561891599598e-10,9.205561891599598e-10,1.0,0.0012260999161271004
2025-06-10,0.0085201152648607,0.0102897645274957,0,0.9999999995695816,4.304358631557433e-10,4.304358631557433e-10,1.0,0.00333304800918272
2025-06-11,-0.0054135570700954,0.0099069482527604,0,0.9999999980034318,1.9965909897206083e-09,1.9965909897206083e-09,1.0,0.0016909510835001799
2025-06-12,0.0048625293375556,0.0095972129030361,0,0.9999999998592557,1.407986625696425e-10,1.407986625696425e-10,1.0,0.0028199174225912596
2025-06-13,-0.0097485563211191,0.0091077361544533,0,0.9999999988568788,1.143067541533188e-09,1.143067541533188e-09,0.9999999994284663,-8.903282909338006e-05
2025-06-16,0.000778907252997,0.008661054024885,0,0.9999999999633928,3.6631141736304734e-11,3.6631141736304734e-11,0.9999999999816844,-0.00020011230716024007
2025-06-17,-0.0035658572287512,0.0086921956236765,0,0.9999999998999556,1.0002420709606129e-10,1.0002420709606129e-10,0.9999999999499879,-0.00261730680588262
2025-06-18,0.0034545345850997,0.008633321033952,0,0.9999999999790816,2.0876574801453415e-11,2.0876574801453415e-11,0.9999999999895617,-0.0008436884748436
2025-06-20,-0.0006675846093456,0.005854489119966,0,0.9999999999998863,1.6545060280954375e-13,1.6545060280954375e-13,0.9999999999999173,-0.0019497112642238399
2025-06-23,0.0149165269255792,0.0064079763463981,0,1.0,3.0312267136638094e-14,3.0312267136638094e-14,1.0,0.0029833053851158198
2025-06-24,0.0026286526765188,0.0064007020150173,0,0.9999999999997726,2.264555791730804e-13,2.264555791730804e-13,1.0,0.00335325446982018
2025-06-25,-0.0243589547306504,0.0079065385097217,0,0.9999999811229829,1.8877065844580835e-08,1.8877065844580835e-08,0.9999999905614672,-0.0008053650305596599
2025-06-26,-0.0009286282041484,0.0079057708051687,0,0.9999999999893134,1.0703957648243152e-11,1.0703957648243152e-11,0.9999999999946481,-0.00168199758840928
2025-06-27,0.0024892723774797,0.007661178153639,0,0.9999999999968168,3.1265100663658397e-12,3.1265100663658397e-12,0.9999999999984368,-0.00105062619104422
2025-06-30,0.0064207408032132,0.0077935909723818,0,0.9999999999979536,2.030837862305044e-12,2.030837862305044e-12,0.9999999999989846,-0.0027497834155174204
2025-07-01,0.0072719688116677,0.0079449220483332,0,0.9999999999974989,2.4633168101589866e-12,2.4633168101589866e-12,0.9999999999987683,-0.00182112018848764
2025-07-02,0.00233812403999,0.0079279893820665,0,0.9999999999943157,5.653535996511249e-12,5.653535996511249e-12,1.0,0.0035182955656404397
2025-07-03,0.0011114985423427,0.0079152327502197,0,0.9999999999929514,7.04400341018654e-12,7.04400341018654e-12,1.0,0.00392632091493866
2025-07-07,-0.0085903861220389,0.0081839746791455,0,0.9999999998699423,1.3008140914433726e-10,1.3008140914433726e-10,1.0,0.0017103892150349398
2025-07-08,-0.0014576839006725,0.0081257269045745,0,0.9999999999810143,1.9003851052850207e-11,1.9003851052850207e-11,1.0,0.0001347042742577998
