Date,CL_ret,CL_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2017-10-18,-0.0069615360808454,0.0105293078126662,0,0.9997671480281594,0.00023285197162942217,0.00023285197162942217,0.9998835740141853,-0.0007776958780010208
2017-10-19,-0.017617500414054,0.0106400525452674,0,0.9993879074037445,0.0006120925965069482,0.0006120925965069482,0.9996939537017465,-0.005448690369174141
2017-10-20,-0.0057907876524687,0.0107253364986318,0,0.999794117327901,0.0002058826725507839,0.0002058826725507839,0.9998970586637246,-0.0088034089573795
2017-10-23,-0.0017991841626667,0.0091174941744136,0,0.9999421960819437,5.7803918200006786e-05,5.7803918200006786e-05,0.9999710980409,-0.0085306032745029
2017-10-24,-0.0048602372509161,0.0090719476702529,0,0.9999476461024598,5.235389725037568e-05,5.235389725037568e-05,0.9999738230513748,-0.0074058491121901816
2017-10-25,-0.0058632894990132,0.0091117254317653,0,0.999944043604423,5.5956395262813796e-05,5.5956395262813796e-05,0.9999720218023687,-0.007186199795823742
2017-10-26,-0.0029450083816122,0.0091122132081614,0,0.9999415871942534,5.8412805591153657e-05,5.8412805591153657e-05,0.9999707935972044,-0.004251701389335381
2017-10-27,-0.0114397371062131,0.0093842681713274,0,0.999816946683268,0.00018305331639732826,0.00018305331639732826,0.9999084733418013,-0.005381491280084261
2017-10-30,-0.0171926695580326,0.0099904535083305,0,0.9994353762987076,0.000564623701063716,0.000564623701063716,0.9997176881494682,-0.00846018835915744
2017-10-31,0.0179026448317688,0.0108929026807539,0,0.9993588804137631,0.000641119586150751,0.000641119586150751,0.9996794402069247,-0.003907611942620461
2017-11-01,0.0015599119551385,0.0107828947170605,0,0.999762771381694,0.00023722861795357983,0.00023722861795357983,0.9998813856910231,-0.0024229716517901205
2017-11-02,0.0053712999505366,0.0108089772203589,0,0.9996572679410481,0.00034273205856299543,0.00034273205856299543,0.9998286339707185,-0.0007597099853603607
2017-11-03,-0.0111990389600383,0.0109724522458621,0,0.9987187393541077,0.0012812606457294278,0.0012812606457294278,0.9993593696771352,-0.000711570356125401
2017-11-06,0.0014248965505592,0.0109600711593717,0,0.996704058091906,0.003295941907709224,0.003295941907709224,1.0,0.0030119428655929594
2017-11-07,0.0092101265286853,0.011040605121074,0,0.9843242107294449,0.015675789270122708,0.015675789270122708,1.0,0.0012734392049762594
2017-11-08,0.0328806298990533,0.012133579010385,0,0.9344874159749031,0.06551258402520276,0.06551258402520276,1.0,0.007537582793759219
2017-11-09,-0.0049253826156547,0.0120693528453619,0,0.9694602663676029,0.030539733632498952,0.030539733632498952,1.0,0.00547824628052096
2017-11-10,0.0041064730112589,0.0117975571703275,0,0.9879433247089706,0.012056675290625702,0.012056675290625702,1.0,0.008539348674780399
2017-11-13,0.0066705250794672,0.0119326547855016,0,0.9941170543274732,0.005882945672366828,0.005882945672366828,1.0,0.009588474380562
2017-11-14,-0.0032618224409289,0.0117413974468228,0,0.996644670070025,0.0033553299302873964,0.0033553299302873964,1.0,0.00709408458663916
2017-11-15,-0.0134303192353928,0.0120079749460498,0,0.9970346592670537,0.00296534073277661,0.00296534073277661,0.9985173296336116,-0.00216810524025006
2017-11-16,0.0020675254828579,0.011369141879388,0,0.9989594319003561,0.0010405680992201188,0.0010405680992201188,0.9994797159503899,-0.0007695236205475398
2017-11-17,-0.0102409521211117,0.0115293002655221,0,0.9992163347357886,0.0007836652642367108,0.0007836652642367108,0.9996081673678816,-0.00363900864702166
2017-11-20,0.0025005683605961,0.0115399218194886,0,0.999610143968183,0.0003898560316175247,0.0003898560316175247,0.9998050719841912,-0.0044729999907958794
2017-11-21,0.0020793392703414,0.0114929603653234,0,0.9997088813532957,0.00029111864630604063,0.00029111864630604063,0.999854440676847,-0.0034047676485418196
2017-11-22,-0.0065292906787761,0.0115125955736368,0,0.9996737976190504,0.0003262023812207826,0.0003262023812207826,0.9998368988093895,-0.00202456193721848
2017-11-24,0.0036173368013658,0.0115108439838377,0,0.9997573818244109,0.000242618175466163,0.000242618175466163,0.999878690912267,-0.0017145996735168998
2017-11-27,-0.0001387510682133,0.0111629829362111,0,0.9998296751914717,0.00017032480848282893,0.00017032480848282893,1.0,0.00030584053706278003
2017-11-28,0.0104999168481875,0.0104672780407355,0,0.999847885551374,0.00015211444846081578,0.00015211444846081578,1.0,0.0019057102345810598
2017-11-29,-0.0103611657799741,0.0101835998301232,0,0.999848076210683,0.0001519237893600802,0.0001519237893600802,0.9999240381053199,-0.00058239077548204
2017-11-30,0.006091479811239,0.0102447149113296,0,0.9998981247163725,0.00010187528353289857,0.00010187528353289857,1.0,0.00194176332252098
2017-12-01,0.0081103800376901,0.0103197343993276,0,0.999833689330911,0.00016631066866041184,0.00016631066866041184,1.0,0.0028403719697858397
2017-12-04,0.020060442080852,0.0106632544312607,0,0.9994450301981291,0.0005549698020745125,0.0005549698020745125,1.0,0.0068802105995989
2017-12-05,0.0009389045242574,0.0106676373678572,0,0.9998334267489328,0.0001665732511735394,0.0001665732511735394,1.0,0.00496800813481288
2017-12-06,-0.0045686115502335,0.0106901881385226,0,0.9998676555513629,0.00013234444871812698,0.00013234444871812698,1.0,0.006126518980761
2017-12-07,-0.0142422341975252,0.0085825793968635,0,0.9998632993786087,0.00013670062163232124,0.00013670062163232124,1.0,0.0020597761790081596
2017-12-08,0.00163793927176,0.0085114459178361,0,0.9999546326057879,4.53673943414118e-05,4.53673943414118e-05,1.0,0.0007652880258221397
2017-12-11,-0.0020481747341273,0.0084770239533395,0,0.999957627289482,4.237271016067443e-05,4.237271016067443e-05,0.9999788136449197,-0.0036564353371737203
2017-12-12,-0.0093367564054759,0.008566552731302,0,0.999931163169224,6.883683096599875e-05,6.883683096599875e-05,0.999965581584517,-0.005711567523120379
2017-12-13,0.0117938240950118,0.0089923223158467,0,0.9999223698898628,7.763011047667158e-05,7.763011047667158e-05,0.9999611849447616,-0.0024390803940713204
2017-12-14,-0.0015007853496202,0.0084384031413774,0,0.9999561897067907,4.381029276329762e-05,4.381029276329762e-05,1.0,0.00010920937550967968
2017-12-15,0.010999323589724,0.0087549420948821,0,0.9999337921153275,6.620788449848864e-05,6.620788449848864e-05,1.0,0.0019814862391024798
2017-12-18,-0.0008109658886812,0.0083647333412692,0,0.9999575090001636,4.249100000503258e-05,4.249100000503258e-05,1.0,0.0022289280081916997
2017-12-19,0.0115560414899263,0.0086648792541595,0,0.9999301003037674,6.989969662087113e-05,6.989969662087113e-05,1.0,0.00640748758727214
2017-12-20,-0.0044185048450161,0.0087785747462258,0,0.9999520599080989,4.794009145102764e-05,4.794009145102764e-05,1.0,0.0031650217992665606
2017-12-21,0.0018771137612837,0.0085692482134919,0,0.9999601981543847,3.980184527926783e-05,3.980184527926783e-05,1.0,0.0038406016214473397
2017-12-22,0.006541520706185,0.0086232900773645,0,0.9999542646391747,4.573536082048774e-05,4.573536082048774e-05,1.0,0.0029490410447395397
2017-12-26,0.004381911063841,0.0086198271063465,0,0.9999583031138615,4.1696886210869935e-05,4.1696886210869935e-05,1.0,0.00398761643524398
2017-12-27,-0.0014586474635279,0.00843832840228,0,0.9999605973358091,3.94026640653042e-05,3.94026640653042e-05,1.0,0.0013846786445531397
2017-12-28,-0.0030562168574292,0.0080343868629514,0,0.9999592358722673,4.0764128112555095e-05,4.0764128112555095e-05,1.0,0.0016571362420705193
2017-12-29,0.0041171455726992,0.00799515092708,0,0.9999593874634045,4.061253653838439e-05,4.061253653838439e-05,1.0,0.002105142604353619
2018-01-02,-0.0041171455726991,0.0079730957663141,0,0.999956089063793,4.3910935766749825e-05,4.3910935766749825e-05,0.9999780445321167,-2.6590651423200573e-05
2018-01-03,-0.0038671763653363,0.0067260982608111,0,0.9999448220422454,5.517795756606023e-05,5.517795756606023e-05,0.9999724110212169,-0.0016764081372586605
2018-01-04,0.0063925983669198,0.0068658363792635,0,0.9999421067456283,5.78932546312712e-05,5.78932546312712e-05,0.9999710533726844,-0.00010615897116912042
2018-01-05,0.0011936018342036,0.006762350189782,0,0.9999466310945465,5.336890577549599e-05,5.336890577549599e-05,1.0,0.0007438047671574395
2018-01-08,0.0014576816862098,0.0057640974062982,0,0.9999157598699694,8.424012981148328e-05,8.424012981148328e-05,1.0,0.0002119119898595596
2018-01-09,0.0014556209511552,0.0057641230070998,0,0.9999077168678064,9.228313177506284e-05,9.228313177506284e-05,1.0,0.0013264652946304197
2018-01-10,-0.0109003849324474,0.0063642044658591,0,0.9998782985278291,0.00012170147174452745,0.00012170147174452745,0.9999391492641277,-8.01764187918004e-05
2018-01-11,-0.0036150033482728,0.0059870728405021,0,0.9999077947879431,9.220521236040766e-05,9.220521236040766e-05,0.9999538973938198,-0.0020816967618303202
2018-01-12,0.0009386504411435,0.0054645686626299,0,0.9998802804558656,0.0001197195440028218,0.0001197195440028218,0.9999401402279986,-0.0021326870404423403
2018-01-16,0.0106634352022118,0.0058514290716878,0,0.9998210723539055,0.00017892764589173436,0.00017892764589173436,0.9999105361770542,-0.0002915363372419405
2018-01-17,0.0165685557578663,0.0064326119471809,0,0.9997530310085072,0.000246968991150026,0.000246968991150026,1.0,0.0027310506241002798
2018-01-18,-0.0006522132497682,0.0064293891217229,0,0.9999144796947719,8.552030492828032e-05,8.552030492828032e-05,1.0,0.004780684960636119
2018-01-19,0.0112892954331122,0.006408224804633,0,0.9998641687261511,0.0001358312740450559,0.0001358312740450559,1.0,0.00776154471691312
2018-01-22,0.0036253790285609,0.0062519066222686,0,0.999777611040574,0.00022238895906146136,0.00022238895906146136,1.0,0.0082988904343966
2018-01-23,-0.0062226138227444,0.0065262758266491,0,0.9986543777906892,0.0013456222094584607,0.0013456222094584607,1.0,0.004921680629405361
2018-01-24,-0.0013013905028268,0.0064576472024421,0,0.9889451847952998,0.01105481520456549,0.01105481520456549,1.0,0.0013476913772667396
2018-01-25,0.006618712867585,0.0065319600591146,0,0.8887495877383965,0.11125041226178327,0.11125041226178327,1.0,0.002801876600737379
2018-01-26,-0.0497217447001468,0.013188733839066,1,2.0609585873583717e-06,0.9999979390416548,0.9999979390416548,0.5000010304791727,-0.009400331425914421
2018-01-29,0.0031214746849549,0.013209299281569,1,0.00047590754757718284,0.9995240924523477,0.9995240924523477,0.5002379537738262,-0.009501112294635622
2018-01-30,0.0118554759146141,0.0134670336401429,1,0.00035153223566805185,0.9996484677639748,0.9996484677639748,0.5001757661180126,-0.005885494347163921
2018-01-31,-0.005775414788424,0.0134970967464762,1,0.00029903675788065307,0.9997009632421462,0.9997009632421462,0.5001495183789268,-0.00678029920428336
2018-02-01,-0.0123332854614895,0.0137439193810577,1,0.00010304686059943288,0.9998969531389491,0.9998969531389491,0.5000515234305254,-0.01057069887009826
2018-02-02,-0.0123493650654521,0.0138684352155708,1,6.053405923648149e-05,0.9999394659403982,0.9999394659403982,0.5000302670298009,-0.0030962229431593215
2018-02-05,-0.0368432923319283,0.0159082178029453,1,2.5947627200771982e-09,0.9999999974052116,0.9999999974052116,0.5000000012973942,-0.011089176346535962
2018-02-06,0.0085582607970412,0.0161051875258923,1,3.012269536563242e-06,0.9999969877307998,0.9999969877307998,0.5000015061346001,-0.011748619370050539
2018-02-07,-0.0034143761632101,0.0160670517412877,1,3.26571991607173e-06,0.9999967342799784,0.9999967342799784,0.5000016328600108,-0.011276411645007759
2018-02-08,-0.0175394942821092,0.0162950813195466,1,3.3282901310797475e-07,0.9999996671713788,0.9999996671713788,0.5000001664143106,-0.0123176534091317
2018-02-09,0.0116792685920837,0.0166603067825444,1,7.960129348841175e-07,0.999999203986907,0.999999203986907,0.5000003980065465,-0.00751192667762454
2018-02-12,0.00614511007027,0.0167664423014414,1,9.083150490673034e-07,0.9999990916853254,0.9999990916853254,1.0,0.00108575380281512
2018-02-13,0.0015659701058356,0.0165032562984298,1,1.647564227813822e-06,0.9999983524353341,0.9999983524353341,0.500000823782333,-0.00031270433542600004
2018-02-14,-0.0097202156002408,0.0158761573091715,1,2.645041061557085e-06,0.9999973549591652,0.9999973549591652,0.5000013225204174,-0.00157387222283214
2018-02-15,0.0227222059119679,0.0170003500273764,1,7.98256073880206e-08,0.9999999201745627,0.9999999201745627,1.0,0.00647846781598328
2018-02-16,0.003363929569422,0.0167301007627256,1,1.033123953878308e-06,0.9999989668763981,0.9999989668763981,1.0,0.00481540001145094
2018-02-20,-0.0202136996150289,0.0170200652911209,1,4.0710989122296906e-08,0.9999999592891989,0.9999999592891989,0.5000000203554005,-0.00045636192560883986
